""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"5,336"	"5,336"	"0,027"	"0,000"	"6,642"	"5,337"	"5,344"	"5336,"	"0,039"
"5,271"	"5,271"	"0,047"	"0,002"	"2,919"	"5,261"	"5,259"	"5271,"	"0,192"
"5,269"	"5,269"	"0,026"	"0,000"	"6,903"	"5,268"	"5,261"	"5269,"	"-0,30"
"5,290"	"5,290"	"0,030"	"0,000"	"7,093"	"5,289"	"5,289"	"5290,"	"0,305"
"5,352"	"5,352"	"0,034"	"0,001"	"5,444"	"5,351"	"5,343"	"5352,"	"0,263"
"5,404"	"5,404"	"0,036"	"0,001"	"4,226"	"5,397"	"5,383"	"5404,"	"0,489"
"5,491"	"5,491"	"0,030"	"0,000"	"6,228"	"5,493"	"5,501"	"5491,"	"0,255"
"5,471"	"5,471"	"0,028"	"0,000"	"7,356"	"5,470"	"5,459"	"5471,"	"0,030"
"5,391"	"5,392"	"0,043"	"0,001"	"2,837"	"5,380"	"5,356"	"5391,"	"0,314"
"5,294"	"5,294"	"0,048"	"0,002"	"2,934"	"5,302"	"5,309"	"5294,"	"-0,08"
"5,296"	"5,297"	"0,045"	"0,002"	"2,889"	"5,300"	"5,266"	"5296,"	"-0,07"
"5,394"	"5,395"	"0,029"	"0,000"	"5,807"	"5,395"	"5,396"	"5394,"	"0,355"
"5,389"	"5,389"	"0,031"	"0,001"	"5,119"	"5,386"	"5,381"	"5389,"	"0,063"
"5,415"	"5,415"	"0,034"	"0,001"	"4,814"	"5,415"	"5,431"	"5415,"	"-0,03"
"5,399"	"5,399"	"0,031"	"0,000"	"5,383"	"5,395"	"5,389"	"5399,"	"0,304"
"5,395"	"5,395"	"0,026"	"0,000"	"8,466"	"5,395"	"5,395"	"5395,"	"0,252"
"5,457"	"5,457"	"0,040"	"0,001"	"3,894"	"5,468"	"5,478"	"5457,"	"-0,04"
"5,463"	"5,463"	"0,027"	"0,000"	"5,920"	"5,463"	"5,462"	"5463,"	"-0,00"
"5,470"	"5,470"	"0,032"	"0,001"	"6,553"	"5,473"	"5,480"	"5470,"	"-0,10"
"5,427"	"5,427"	"0,028"	"0,000"	"5,786"	"5,427"	"5,433"	"5427,"	"-0,04"
"5,431"	"5,431"	"0,027"	"0,000"	"7,249"	"5,431"	"5,429"	"5431,"	"-0,00"
"5,385"	"5,386"	"0,036"	"0,001"	"4,793"	"5,382"	"5,366"	"5385,"	"0,190"
"5,407"	"5,407"	"0,031"	"0,000"	"5,223"	"5,410"	"5,425"	"5407,"	"-0,11"
"5,381"	"5,381"	"0,026"	"0,000"	"7,457"	"5,381"	"5,379"	"5381,"	"0,544"
"5,401"	"5,401"	"0,031"	"0,001"	"5,402"	"5,400"	"5,398"	"5401,"	"0,142"
"5,370"	"5,370"	"0,032"	"0,001"	"5,092"	"5,369"	"5,365"	"5370,"	"0,124"
"5,372"	"5,372"	"0,040"	"0,001"	"3,700"	"5,366"	"5,366"	"5372,"	"0,019"
"5,395"	"5,395"	"0,035"	"0,001"	"4,173"	"5,397"	"5,405"	"5395,"	"-0,15"
"5,307"	"5,307"	"0,037"	"0,001"	"3,835"	"5,311"	"5,329"	"5307,"	"-0,07"
"5,217"	"5,217"	"0,036"	"0,001"	"4,189"	"5,213"	"5,188"	"5217,"	"0,302"
