""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"5,428"	"5,429"	"0,073"	"0,005"	"7,474"	"5,430"	"5,430"	"5428,"	"-0,02"
"5,392"	"5,392"	"0,068"	"0,004"	"10,48"	"5,393"	"5,388"	"5392,"	"-0,17"
"5,387"	"5,387"	"0,078"	"0,006"	"8,622"	"5,385"	"5,380"	"5387,"	"-0,21"
"5,412"	"5,412"	"0,076"	"0,005"	"8,722"	"5,415"	"5,422"	"5412,"	"-0,18"
"5,392"	"5,392"	"0,075"	"0,005"	"8,056"	"5,389"	"5,387"	"5392,"	"0,215"
"5,357"	"5,357"	"0,072"	"0,005"	"7,441"	"5,355"	"5,355"	"5357,"	"0,113"
"5,342"	"5,343"	"0,071"	"0,005"	"8,278"	"5,343"	"5,337"	"5342,"	"-0,03"
"5,378"	"5,379"	"0,072"	"0,005"	"7,937"	"5,384"	"5,381"	"5378,"	"-0,20"
"5,379"	"5,379"	"0,075"	"0,005"	"8,028"	"5,377"	"5,378"	"5379,"	"0,239"
"5,387"	"5,388"	"0,074"	"0,005"	"8,606"	"5,386"	"5,390"	"5387,"	"0,113"
"5,430"	"5,430"	"0,072"	"0,005"	"8,349"	"5,431"	"5,442"	"5430,"	"0,595"
"5,424"	"5,424"	"0,069"	"0,004"	"7,783"	"5,428"	"5,449"	"5424,"	"-0,55"
"5,376"	"5,377"	"0,071"	"0,005"	"8,184"	"5,376"	"5,384"	"5376,"	"0,391"
"5,350"	"5,351"	"0,074"	"0,005"	"7,812"	"5,351"	"5,359"	"5350,"	"0,294"
"5,367"	"5,367"	"0,073"	"0,005"	"9,050"	"5,363"	"5,354"	"5367,"	"0,476"
"5,401"	"5,402"	"0,071"	"0,005"	"9,313"	"5,402"	"5,407"	"5401,"	"-0,10"
"5,416"	"5,416"	"0,075"	"0,005"	"7,392"	"5,414"	"5,416"	"5416,"	"0,320"
"5,353"	"5,353"	"0,072"	"0,005"	"8,170"	"5,352"	"5,341"	"5353,"	"0,295"
"5,373"	"5,373"	"0,070"	"0,005"	"8,620"	"5,372"	"5,366"	"5373,"	"-0,04"
