""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"4,580"	"4,581"	"0,077"	"0,006"	"5,486"	"4,580"	"4,580"	"4580,"	"0,053"
"4,557"	"4,557"	"0,075"	"0,005"	"6,520"	"4,550"	"4,521"	"4557,"	"0,026"
"4,640"	"4,641"	"0,071"	"0,005"	"6,089"	"4,646"	"4,664"	"4640,"	"0,114"
"4,569"	"4,569"	"0,069"	"0,004"	"8,266"	"4,566"	"4,555"	"4569,"	"-0,25"
"4,556"	"4,556"	"0,062"	"0,003"	"9,554"	"4,557"	"4,562"	"4556,"	"0,335"
"4,618"	"4,619"	"0,075"	"0,005"	"6,086"	"4,625"	"4,662"	"4618,"	"0,132"
"4,599"	"4,599"	"0,077"	"0,006"	"7,200"	"4,595"	"4,589"	"4599,"	"0,091"
"4,614"	"4,614"	"0,073"	"0,005"	"7,486"	"4,617"	"4,623"	"4614,"	"0,137"
"4,670"	"4,671"	"0,085"	"0,007"	"5,626"	"4,671"	"4,715"	"4670,"	"-0,29"
"4,684"	"4,685"	"0,066"	"0,004"	"8,386"	"4,676"	"4,674"	"4684,"	"0,662"
"4,614"	"4,615"	"0,067"	"0,004"	"6,670"	"4,611"	"4,586"	"4614,"	"-0,11"
"4,596"	"4,597"	"0,068"	"0,004"	"8,000"	"4,595"	"4,596"	"4596,"	"0,498"
"4,598"	"4,598"	"0,072"	"0,005"	"7,876"	"4,595"	"4,593"	"4598,"	"-0,01"
"4,600"	"4,600"	"0,061"	"0,003"	"9,709"	"4,600"	"4,603"	"4600,"	"0,374"
"4,591"	"4,591"	"0,071"	"0,005"	"8,037"	"4,589"	"4,592"	"4591,"	"0,106"
"4,558"	"4,559"	"0,074"	"0,005"	"7,099"	"4,560"	"4,572"	"4558,"	"-0,07"
"4,568"	"4,569"	"0,066"	"0,004"	"10,52"	"4,572"	"4,581"	"4568,"	"-0,26"
"4,604"	"4,604"	"0,077"	"0,006"	"5,398"	"4,605"	"4,562"	"4604,"	"0,118"
"4,632"	"4,632"	"0,073"	"0,005"	"7,315"	"4,634"	"4,636"	"4632,"	"-0,00"
"4,628"	"4,629"	"0,075"	"0,005"	"7,442"	"4,629"	"4,636"	"4628,"	"-0,36"
"4,664"	"4,664"	"0,065"	"0,004"	"8,551"	"4,663"	"4,656"	"4664,"	"0,525"
"4,633"	"4,633"	"0,063"	"0,003"	"10,07"	"4,635"	"4,631"	"4633,"	"0,007"
"4,613"	"4,613"	"0,068"	"0,004"	"7,252"	"4,620"	"4,623"	"4613,"	"-0,28"
"4,580"	"4,580"	"0,066"	"0,004"	"8,266"	"4,582"	"4,583"	"4580,"	"0,020"
"4,573"	"4,574"	"0,062"	"0,003"	"9,894"	"4,574"	"4,574"	"4573,"	"-0,10"
"4,591"	"4,591"	"0,069"	"0,004"	"8,736"	"4,595"	"4,603"	"4591,"	"0,173"
"4,514"	"4,514"	"0,062"	"0,003"	"7,850"	"4,515"	"4,506"	"4514,"	"0,005"
"4,550"	"4,550"	"0,071"	"0,005"	"7,793"	"4,549"	"4,543"	"4550,"	"0,093"
"4,557"	"4,557"	"0,074"	"0,005"	"7,544"	"4,561"	"4,569"	"4557,"	"-0,41"
"4,602"	"4,603"	"0,076"	"0,005"	"7,309"	"4,601"	"4,619"	"4602,"	"0,209"
"4,639"	"4,639"	"0,064"	"0,004"	"9,771"	"4,642"	"4,645"	"4639,"	"-0,49"
"4,709"	"4,710"	"0,068"	"0,004"	"8,102"	"4,710"	"4,732"	"4709,"	"0,014"
"4,714"	"4,714"	"0,075"	"0,005"	"7,035"	"4,718"	"4,724"	"4714,"	"-0,04"
"4,665"	"4,665"	"0,072"	"0,005"	"7,593"	"4,664"	"4,667"	"4665,"	"0,061"
"4,680"	"4,681"	"0,070"	"0,004"	"7,830"	"4,679"	"4,676"	"4680,"	"0,031"
"4,681"	"4,682"	"0,069"	"0,004"	"7,518"	"4,689"	"4,689"	"4681,"	"-0,21"
"4,562"	"4,563"	"0,067"	"0,004"	"7,593"	"4,562"	"4,554"	"4562,"	"-0,26"
"4,605"	"4,606"	"0,065"	"0,004"	"8,513"	"4,607"	"4,609"	"4605,"	"-0,28"
"4,599"	"4,600"	"0,070"	"0,004"	"8,207"	"4,601"	"4,592"	"4599,"	"-0,30"
"4,586"	"4,586"	"0,075"	"0,005"	"6,553"	"4,578"	"4,562"	"4586,"	"0,279"
"4,664"	"4,664"	"0,067"	"0,004"	"7,915"	"4,663"	"4,669"	"4664,"	"0,451"
"4,579"	"4,579"	"0,070"	"0,004"	"6,633"	"4,581"	"4,581"	"4579,"	"-0,29"
"4,576"	"4,576"	"0,079"	"0,006"	"5,891"	"4,577"	"4,542"	"4576,"	"0,090"
"4,626"	"4,626"	"0,067"	"0,004"	"8,825"	"4,622"	"4,619"	"4626,"	"0,052"
"4,692"	"4,692"	"0,068"	"0,004"	"7,910"	"4,690"	"4,695"	"4692,"	"0,278"
"4,658"	"4,659"	"0,068"	"0,004"	"7,505"	"4,659"	"4,664"	"4658,"	"-0,06"
"4,634"	"4,634"	"0,062"	"0,003"	"9,577"	"4,633"	"4,640"	"4634,"	"0,132"
"4,633"	"4,634"	"0,070"	"0,004"	"7,504"	"4,629"	"4,622"	"4633,"	"0,408"
"4,642"	"4,643"	"0,075"	"0,005"	"6,468"	"4,642"	"4,662"	"4642,"	"0,231"
"4,592"	"4,592"	"0,060"	"0,003"	"10,76"	"4,593"	"4,590"	"4592,"	"-0,16"
"4,617"	"4,617"	"0,069"	"0,004"	"8,129"	"4,613"	"4,610"	"4617,"	"0,268"
"4,652"	"4,652"	"0,066"	"0,004"	"8,507"	"4,655"	"4,659"	"4652,"	"-0,24"
"4,578"	"4,578"	"0,074"	"0,005"	"7,758"	"4,572"	"4,566"	"4578,"	"-0,07"
