""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"7,473"	"7,473"	"0,052"	"0,002"	"4,740"	"7,468"	"7,442"	"7473,"	"0,068"
"7,519"	"7,520"	"0,059"	"0,003"	"4,161"	"7,512"	"7,475"	"7519,"	"0,226"
"7,584"	"7,584"	"0,061"	"0,003"	"3,732"	"7,595"	"7,626"	"7584,"	"-0,20"
"7,447"	"7,448"	"0,047"	"0,002"	"5,592"	"7,451"	"7,451"	"7447,"	"-0,52"
"7,293"	"7,293"	"0,067"	"0,004"	"3,421"	"7,290"	"7,250"	"7293,"	"0,222"
"7,325"	"7,325"	"0,051"	"0,002"	"5,899"	"7,332"	"7,342"	"7325,"	"-0,48"
"7,364"	"7,364"	"0,045"	"0,002"	"6,030"	"7,366"	"7,377"	"7364,"	"-0,11"
"7,399"	"7,399"	"0,047"	"0,002"	"5,982"	"7,401"	"7,420"	"7399,"	"0,123"
"7,486"	"7,486"	"0,071"	"0,005"	"2,853"	"7,504"	"7,523"	"7486,"	"-0,14"
"7,424"	"7,425"	"0,086"	"0,007"	"2,497"	"7,431"	"7,351"	"7424,"	"-0,04"
"7,306"	"7,307"	"0,043"	"0,001"	"7,538"	"7,305"	"7,295"	"7306,"	"0,238"
"7,405"	"7,405"	"0,051"	"0,002"	"5,685"	"7,414"	"7,429"	"7405,"	"-0,14"
"7,354"	"7,354"	"0,046"	"0,002"	"5,846"	"7,349"	"7,334"	"7354,"	"0,105"
"7,385"	"7,385"	"0,041"	"0,001"	"7,092"	"7,384"	"7,386"	"7385,"	"-0,14"
"7,408"	"7,408"	"0,040"	"0,001"	"8,478"	"7,408"	"7,405"	"7408,"	"0,081"
"7,416"	"7,416"	"0,038"	"0,001"	"10,47"	"7,415"	"7,419"	"7416,"	"0,640"
"7,423"	"7,423"	"0,041"	"0,001"	"8,458"	"7,423"	"7,417"	"7423,"	"-0,13"
"7,462"	"7,463"	"0,045"	"0,002"	"6,446"	"7,464"	"7,474"	"7462,"	"-0,16"
"7,469"	"7,469"	"0,049"	"0,002"	"6,252"	"7,470"	"7,496"	"7469,"	"0,234"
"7,360"	"7,360"	"0,055"	"0,003"	"4,925"	"7,371"	"7,396"	"7360,"	"-0,54"
"7,288"	"7,289"	"0,061"	"0,003"	"3,825"	"7,276"	"7,268"	"7288,"	"0,012"
"7,344"	"7,344"	"0,055"	"0,003"	"5,289"	"7,351"	"7,300"	"7344,"	"0,116"
"7,369"	"7,369"	"0,058"	"0,003"	"4,333"	"7,382"	"7,408"	"7369,"	"-0,26"
"7,283"	"7,283"	"0,059"	"0,003"	"4,599"	"7,271"	"7,254"	"7283,"	"0,443"
"7,175"	"7,175"	"0,059"	"0,003"	"5,373"	"7,167"	"7,142"	"7175,"	"0,212"
"7,154"	"7,154"	"0,064"	"0,004"	"4,237"	"7,134"	"7,119"	"7154,"	"0,492"
"7,301"	"7,301"	"0,050"	"0,002"	"6,928"	"7,303"	"7,303"	"7301,"	"-0,23"
"7,320"	"7,320"	"0,051"	"0,002"	"4,638"	"7,323"	"7,358"	"7320,"	"-0,17"
"7,218"	"7,219"	"0,047"	"0,002"	"6,388"	"7,213"	"7,206"	"7218,"	"0,261"
"7,259"	"7,259"	"0,051"	"0,002"	"4,596"	"7,260"	"7,288"	"7259,"	"0,018"
