""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"7,369"	"7,371"	"0,157"	"0,024"	"6,720"	"7,370"	"7,372"	"7369,"	"-0,03"
"7,296"	"7,297"	"0,126"	"0,015"	"9,835"	"7,288"	"7,275"	"7296,"	"0,570"
"7,250"	"7,251"	"0,136"	"0,018"	"7,302"	"7,246"	"7,242"	"7250,"	"0,390"
"7,270"	"7,271"	"0,140"	"0,019"	"7,278"	"7,261"	"7,231"	"7270,"	"0,240"
"7,313"	"7,314"	"0,126"	"0,015"	"9,495"	"7,307"	"7,309"	"7313,"	"0,548"
"7,254"	"7,255"	"0,143"	"0,020"	"7,639"	"7,250"	"7,251"	"7254,"	"0,268"
"7,230"	"7,231"	"0,131"	"0,017"	"7,740"	"7,229"	"7,221"	"7230,"	"0,041"
"7,340"	"7,342"	"0,137"	"0,018"	"7,681"	"7,344"	"7,296"	"7340,"	"-0,32"
"7,363"	"7,365"	"0,141"	"0,019"	"7,675"	"7,365"	"7,345"	"7363,"	"-0,19"
"7,392"	"7,393"	"0,125"	"0,015"	"9,224"	"7,394"	"7,378"	"7392,"	"-0,84"
"7,514"	"7,516"	"0,149"	"0,022"	"7,070"	"7,512"	"7,509"	"7514,"	"0,096"
"7,564"	"7,565"	"0,130"	"0,017"	"8,470"	"7,562"	"7,563"	"7564,"	"0,213"
"7,545"	"7,546"	"0,127"	"0,016"	"9,625"	"7,548"	"7,550"	"7545,"	"-0,33"
"7,644"	"7,646"	"0,143"	"0,020"	"7,919"	"7,649"	"7,641"	"7644,"	"-0,21"
"7,643"	"7,644"	"0,143"	"0,020"	"8,019"	"7,645"	"7,639"	"7643,"	"-0,00"
"7,615"	"7,616"	"0,137"	"0,018"	"6,686"	"7,621"	"7,672"	"7615,"	"0,245"
"7,520"	"7,521"	"0,132"	"0,017"	"6,532"	"7,506"	"7,488"	"7520,"	"0,096"
"7,703"	"7,704"	"0,137"	"0,018"	"8,193"	"7,704"	"7,697"	"7703,"	"0,103"
"7,574"	"7,575"	"0,140"	"0,019"	"7,960"	"7,576"	"7,625"	"7574,"	"-0,13"
"7,431"	"7,432"	"0,123"	"0,015"	"10,98"	"7,425"	"7,400"	"7431,"	"0,702"
"7,385"	"7,386"	"0,144"	"0,020"	"7,964"	"7,380"	"7,387"	"7385,"	"0,226"
"7,342"	"7,344"	"0,150"	"0,022"	"6,445"	"7,341"	"7,397"	"7342,"	"0,036"
"7,262"	"7,263"	"0,135"	"0,018"	"8,345"	"7,263"	"7,271"	"7262,"	"-0,07"
