""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"5,207"	"5,207"	"0,042"	"0,001"	"7,216"	"5,208"	"5,208"	"5207,"	"-0,05"
"5,249"	"5,249"	"0,051"	"0,002"	"4,989"	"5,254"	"5,278"	"5249,"	"-0,09"
"5,257"	"5,257"	"0,043"	"0,001"	"7,107"	"5,254"	"5,244"	"5257,"	"-0,23"
"5,259"	"5,259"	"0,045"	"0,002"	"7,534"	"5,259"	"5,266"	"5259,"	"0,373"
"5,192"	"5,192"	"0,045"	"0,002"	"5,845"	"5,191"	"5,195"	"5192,"	"-0,20"
"5,166"	"5,166"	"0,045"	"0,002"	"6,958"	"5,165"	"5,163"	"5166,"	"0,629"
"5,178"	"5,178"	"0,056"	"0,003"	"5,203"	"5,172"	"5,138"	"5178,"	"-0,04"
"5,225"	"5,225"	"0,051"	"0,002"	"5,266"	"5,227"	"5,249"	"5225,"	"0,060"
"5,161"	"5,162"	"0,046"	"0,002"	"6,594"	"5,159"	"5,147"	"5161,"	"0,110"
"5,173"	"5,173"	"0,048"	"0,002"	"6,670"	"5,173"	"5,171"	"5173,"	"-0,01"
"5,146"	"5,146"	"0,045"	"0,002"	"8,617"	"5,145"	"5,143"	"5146,"	"0,398"
"5,131"	"5,131"	"0,044"	"0,001"	"6,831"	"5,132"	"5,137"	"5131,"	"0,015"
"5,201"	"5,201"	"0,057"	"0,003"	"4,186"	"5,211"	"5,233"	"5201,"	"-0,12"
"5,204"	"5,204"	"0,045"	"0,002"	"5,313"	"5,202"	"5,217"	"5204,"	"0,333"
"5,171"	"5,171"	"0,042"	"0,001"	"8,425"	"5,173"	"5,173"	"5171,"	"-0,63"
"5,179"	"5,180"	"0,040"	"0,001"	"8,882"	"5,181"	"5,187"	"5179,"	"-0,30"
"5,151"	"5,151"	"0,045"	"0,002"	"8,121"	"5,149"	"5,150"	"5151,"	"0,348"
"5,108"	"5,108"	"0,041"	"0,001"	"7,551"	"5,110"	"5,108"	"5108,"	"-0,17"
"5,078"	"5,078"	"0,045"	"0,002"	"6,652"	"5,075"	"5,070"	"5078,"	"0,081"
"5,181"	"5,181"	"0,056"	"0,003"	"4,454"	"5,182"	"5,173"	"5181,"	"0,070"
"5,226"	"5,227"	"0,041"	"0,001"	"8,109"	"5,225"	"5,229"	"5226,"	"0,389"
"5,212"	"5,212"	"0,049"	"0,002"	"6,356"	"5,208"	"5,200"	"5212,"	"0,026"
"5,183"	"5,184"	"0,064"	"0,004"	"3,664"	"5,187"	"5,243"	"5183,"	"0,105"
"5,130"	"5,130"	"0,047"	"0,002"	"5,586"	"5,126"	"5,110"	"5130,"	"0,316"
"5,163"	"5,163"	"0,041"	"0,001"	"7,680"	"5,162"	"5,159"	"5163,"	"-0,03"
"5,226"	"5,226"	"0,061"	"0,003"	"3,760"	"5,234"	"5,260"	"5226,"	"-0,01"
"5,267"	"5,268"	"0,046"	"0,002"	"6,478"	"5,273"	"5,276"	"5267,"	"-0,14"
"5,210"	"5,210"	"0,046"	"0,002"	"7,141"	"5,209"	"5,204"	"5210,"	"-0,02"
"5,210"	"5,210"	"0,043"	"0,001"	"7,260"	"5,213"	"5,223"	"5210,"	"-0,24"
"5,106"	"5,107"	"0,056"	"0,003"	"4,242"	"5,097"	"5,080"	"5106,"	"0,137"
