run_idx,file_date,WindCondition,is_wave,WaveFreq_Hz,WaveAmp_V,run_mtime,path,mean_9373/170,sigma_9373/170,Hs_9373/170,mean_12400/250,sigma_12400/250,Hs_12400/250
49,2026-03-27,no,True,1.6,0.2,1774605660.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1600-per40-depth580-mstop30-run1.csv,-0.00017333333333336516,0.028971637220562563,0.11588654888225025,0.007706666666667843,0.023670396541932474,0.0946815861677299
50,2026-03-27,no,True,1.3,0.3,1774605834.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,-0.0013600000000001842,0.02802851875890776,0.11211407503563103,0.008093333333332339,0.02353231073269586,0.09412924293078344
51,2026-03-27,no,True,1.4,0.3,1774606049.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,-0.00360000000000169,0.03242903312752629,0.12971613251010516,0.0038000000000028913,0.024321774845641554,0.09728709938256622
52,2026-03-27,no,True,1.5,0.3,1774606216.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1500-per40-depth580-mstop30-run1.csv,-0.003560000000001518,0.030766678696669766,0.12306671478667906,0.009079999999998563,0.026466725967607404,0.10586690387042962
53,2026-03-27,no,True,1.6,0.3,1774606486.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run2.csv,-0.0512266666666707,0.23647181759407238,0.9458872703762895,-0.04028000000000151,0.11893969256429837,0.4757587702571935
54,2026-03-27,no,True,1.6,0.3,1774606571.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run3.csv,-0.10317333333333689,0.7348556868275828,2.9394227473103314,-0.0803466666666696,0.2863366283039944,1.1453465132159777
55,2026-03-27,no,True,1.6,0.3,1774606638.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,-0.05762666666665956,0.27956903574947134,1.1182761429978854,-0.09488000000000321,0.2681279092167283,1.0725116368669132
56,2026-03-27,no,True,1.3,0.1,1774606747.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2-rettetterpå.csv,0.16150666666666552,0.5291381478671325,2.11655259146853,-0.12574666666667003,0.28574249629308823,1.142969985172353
57,2026-03-27,no,True,1.3,0.1,1774606909.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,0.004439999999999467,0.019503681484662895,0.07801472593865158,0.00875999999999895,0.026694803802736304,0.10677921521094522
58,2026-03-27,no,True,1.3,0.1,1774607181.0,/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,-0.11176000000000351,0.22745670167055315,0.9098268066822126,-0.0555866666666688,0.1451627320650736,0.5806509282602944
