path,folder,name,probe,freq_hz,amp_V,panel,N_samples,df_bin,A_nearest_bin,f_nearest_bin,A_parabolic,f_parabolic,A_goertzel,f_goertzel,A_ls_fit,f_ls_fit
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,9373/170,1.60000,0.10000,full,1561,0.16015,7001.62968,1.60154,7001.65998,1.60120,7002.65611,1.60000,6998.06438,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,9373/340,1.60000,0.10000,full,1561,0.16015,7216.81479,1.60154,7217.11405,1.60050,7218.70928,1.60000,7213.32951,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,12400/250,1.60000,0.10000,full,1561,0.16015,2747.68327,1.60154,2747.68593,1.60138,2744.26923,1.60000,2745.57879,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,8804/250,1.60000,0.10000,full,1561,0.16015,7387.83460,1.60154,7388.07668,1.60061,7393.21169,1.60000,7386.26844,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,9373/170,1.60000,0.30000,full,1561,0.16015,21164.89295,1.60154,21164.89318,1.60155,21177.86679,1.60000,21171.88274,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,9373/340,1.60000,0.30000,full,1561,0.16015,21023.19364,1.60154,21023.20009,1.60163,21041.92250,1.60000,21032.39298,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,12400/250,1.60000,0.30000,full,1561,0.16015,11000.23224,1.60154,11000.33432,1.60203,11009.11950,1.60000,11003.89644,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,8804/250,1.60000,0.30000,full,1561,0.16015,20712.31489,1.60154,20712.31496,1.60153,20734.29663,1.60000,20714.53810,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,9373/170,1.30000,0.10000,full,1921,0.13014,7465.13493,1.30141,7465.13745,1.30148,7469.61299,1.30000,7462.90190,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,9373/340,1.30000,0.10000,full,1921,0.13014,7334.82138,1.30141,7334.82299,1.30147,7340.11420,1.30000,7333.39406,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,12400/250,1.30000,0.10000,full,1921,0.13014,5245.64015,1.30141,5245.64156,1.30147,5247.23496,1.30000,5249.63602,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,8804/250,1.30000,0.10000,full,1921,0.13014,7916.33782,1.30141,7916.34163,1.30150,7917.21529,1.30000,7919.47983,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,9373/170,1.50000,0.20000,full,1671,0.14961,15151.56563,1.49611,15151.60454,1.49587,15190.06398,1.50000,15145.27045,1.50000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,9373/340,1.50000,0.20000,full,1671,0.14961,14969.46239,1.49611,14969.48790,1.49591,15005.11576,1.50000,14959.73820,1.50000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,12400/250,1.50000,0.20000,full,1671,0.14961,8933.90403,1.49611,8933.95384,1.49647,8946.21270,1.50000,8944.24934,1.50000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,8804/250,1.50000,0.20000,full,1671,0.14961,14885.21471,1.49611,14885.22812,1.49625,14882.50703,1.50000,14916.60398,1.50000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop330-run3.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop330-run3.csv,9373/170,1.30000,0.10000,full,1921,0.13014,7539.62802,1.30141,7539.65968,1.30114,7545.39051,1.30000,7538.12249,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop330-run3.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop330-run3.csv,9373/340,1.30000,0.10000,full,1921,0.13014,7553.05037,1.30141,7553.10332,1.30106,7559.38945,1.30000,7552.03982,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop330-run3.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop330-run3.csv,12400/250,1.30000,0.10000,full,1921,0.13014,5178.65823,1.30141,5178.71560,1.30097,5178.96523,1.30000,5181.59456,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop330-run3.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop330-run3.csv,8804/250,1.30000,0.10000,full,1921,0.13014,7875.40718,1.30141,7875.40723,1.30142,7879.70476,1.30000,7880.56417,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,9373/170,1.40000,0.20000,full,1791,0.13959,15306.85831,1.39587,15306.93194,1.39618,15316.17676,1.40000,15345.06904,1.40000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,9373/340,1.40000,0.20000,full,1791,0.13959,15365.43490,1.39587,15365.48351,1.39612,15376.62589,1.40000,15400.96804,1.40000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,12400/250,1.40000,0.20000,full,1791,0.13959,10643.48923,1.39587,10643.52611,1.39613,10654.15499,1.40000,10649.98677,1.40000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,8804/250,1.40000,0.20000,full,1791,0.13959,14821.94344,1.39587,14821.97723,1.39608,14831.41641,1.40000,14820.68004,1.40000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,9373/170,1.30000,0.10000,full,1921,0.13014,7417.23125,1.30141,7417.23720,1.30152,7421.56470,1.30000,7414.55121,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,9373/340,1.30000,0.10000,full,1921,0.13014,7329.46058,1.30141,7329.46745,1.30153,7334.97480,1.30000,7327.99160,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,12400/250,1.30000,0.10000,full,1921,0.13014,5171.15212,1.30141,5171.29310,1.30209,5172.45294,1.30000,5174.94659,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,8804/250,1.30000,0.10000,full,1921,0.13014,7852.44722,1.30141,7852.44987,1.30148,7854.10902,1.30000,7855.37340,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,9373/170,1.50000,0.30000,full,1671,0.14961,21239.48387,1.49611,21239.51346,1.49593,21250.04443,1.50000,21279.84154,1.50000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,9373/340,1.50000,0.30000,full,1671,0.14961,20717.45036,1.49611,20717.45074,1.49609,20730.88752,1.50000,20774.38115,1.50000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,12400/250,1.50000,0.30000,full,1671,0.14961,13121.04574,1.49611,13121.20829,1.49664,13147.48095,1.50000,13127.96116,1.50000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,8804/250,1.50000,0.30000,full,1671,0.14961,21892.57111,1.49611,21892.92160,1.49672,21902.55703,1.50000,21924.12811,1.50000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2-rettetterpå.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2-rettetterpå.csv,9373/170,1.30000,0.10000,full,1921,0.13014,7446.88429,1.30141,7446.91066,1.30116,7453.43264,1.30000,7446.60467,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2-rettetterpå.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2-rettetterpå.csv,9373/340,1.30000,0.10000,full,1921,0.13014,7203.85619,1.30141,7203.88200,1.30116,7210.94112,1.30000,7204.23290,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2-rettetterpå.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2-rettetterpå.csv,12400/250,1.30000,0.10000,full,1921,0.13014,5178.17201,1.30141,5178.31622,1.30071,5178.05686,1.30000,5180.74054,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2-rettetterpå.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2-rettetterpå.csv,8804/250,1.30000,0.10000,full,1921,0.13014,8031.64141,1.30141,8031.69616,1.30106,8031.55957,1.30000,8033.26347,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,9373/170,1.60000,0.10000,full,1561,0.16015,6886.15537,1.60154,6886.16622,1.60133,6885.51194,1.60000,6881.66958,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,9373/340,1.60000,0.10000,full,1561,0.16015,7214.21133,1.60154,7214.21145,1.60156,7215.08085,1.60000,7209.94449,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,12400/250,1.60000,0.10000,full,1561,0.16015,2751.24586,1.60154,2751.25711,1.60121,2749.08914,1.60000,2750.71470,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,8804/250,1.60000,0.10000,full,1561,0.16015,7407.67946,1.60154,7408.04117,1.60041,7413.05565,1.60000,7405.93200,1.60000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,9373/170,1.30000,0.20000,full,1921,0.13014,14767.98463,1.30141,14768.02051,1.30120,14778.61792,1.30000,14764.68120,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,9373/340,1.30000,0.20000,full,1921,0.13014,15041.46506,1.30141,15041.53193,1.30113,15051.73251,1.30000,15037.96740,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,12400/250,1.30000,0.20000,full,1921,0.13014,11219.84350,1.30141,11220.54607,1.30036,11217.09850,1.30000,11228.69134,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,8804/250,1.30000,0.20000,full,1921,0.13014,15062.12020,1.30141,15062.28467,1.30097,15069.61615,1.30000,15058.01181,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,9373/170,1.30000,0.30000,full,1921,0.13014,21370.47431,1.30141,21370.85769,1.30196,21375.97569,1.30000,21369.34846,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,9373/340,1.30000,0.30000,full,1921,0.13014,21777.19282,1.30141,21777.66785,1.30202,21781.80675,1.30000,21778.81868,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,12400/250,1.30000,0.30000,full,1921,0.13014,17337.72855,1.30141,17337.83551,1.30173,17343.75271,1.30000,17350.83576,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,8804/250,1.30000,0.30000,full,1921,0.13014,21822.34764,1.30141,21822.38662,1.30158,21836.18384,1.30000,21812.60884,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,9373/170,1.40000,0.30000,full,1791,0.13959,21833.12335,1.39587,21833.70179,1.39514,21879.64036,1.40000,21826.36287,1.40000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,9373/340,1.40000,0.30000,full,1791,0.13959,22180.20906,1.39587,22180.39442,1.39546,22249.92975,1.40000,22192.14140,1.40000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,12400/250,1.40000,0.30000,full,1791,0.13959,15611.55456,1.39587,15611.77773,1.39641,15627.88610,1.40000,15673.51317,1.40000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,8804/250,1.40000,0.30000,full,1791,0.13959,21278.86819,1.39587,21278.91416,1.39608,21291.81064,1.40000,21353.46542,1.40000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,9373/170,1.30000,0.30000,full,1921,0.13014,21451.93666,1.30141,21452.03785,1.30112,21456.17754,1.30000,21453.65444,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,9373/340,1.30000,0.30000,full,1921,0.13014,21762.81077,1.30141,21763.04721,1.30097,21765.87748,1.30000,21765.68879,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,12400/250,1.30000,0.30000,full,1921,0.13014,17063.57555,1.30141,17064.08402,1.30069,17062.24207,1.30000,17065.10022,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,8804/250,1.30000,0.30000,full,1921,0.13014,22205.04323,1.30141,22205.13366,1.30114,22220.08900,1.30000,22196.60970,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,9373/170,1.30000,0.10000,full,1921,0.13014,7526.20371,1.30141,7526.36436,1.30080,7533.39665,1.30000,7525.26802,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,9373/340,1.30000,0.10000,full,1921,0.13014,7298.85782,1.30141,7298.98852,1.30085,7305.58052,1.30000,7297.67082,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,12400/250,1.30000,0.10000,full,1921,0.13014,5225.77947,1.30141,5226.08475,1.30040,5224.16666,1.30000,5228.58029,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,8804/250,1.30000,0.10000,full,1921,0.13014,8050.69927,1.30141,8050.84424,1.30085,8054.95121,1.30000,8052.81117,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,9373/170,1.30000,0.10000,full,1921,0.13014,7373.96575,1.30141,7374.20073,1.30067,7379.62253,1.30000,7373.19897,1.30000
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,20260327-ProbePos4_3,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,9373/340,1.30000,0.10000,full,1921,0.13014,7256.31612,1.30141,7256.42961,1.30089,7262.04010,1.30000,7255.53966,1.30000
