amp_v,amp_tag,wind,n,IN_A_LS_mean,IN_A_LS_std,IN_A_LS_n,IN_A_PSDraw_mean,IN_A_PSDraw_std,IN_A_PSDraw_n,IN_A_wind_at_fp_mean,IN_A_wind_at_fp_std,IN_A_wind_at_fp_n,IN_A_clean_mean,IN_A_clean_std,IN_A_clean_n,IN_sigma_pre_mean,IN_sigma_pre_std,IN_sigma_pre_n,OUT_A_LS_mean,OUT_A_LS_std,OUT_A_LS_n,OUT_A_PSDraw_mean,OUT_A_PSDraw_std,OUT_A_PSDraw_n,OUT_A_wind_at_fp_mean,OUT_A_wind_at_fp_std,OUT_A_wind_at_fp_n,OUT_A_clean_mean,OUT_A_clean_std,OUT_A_clean_n,OUT_sigma_pre_mean,OUT_sigma_pre_std,OUT_sigma_pre_n,G_raw_mean,G_raw_std,G_raw_n,G_PSDraw_mean,G_PSDraw_std,G_PSDraw_n,G_clean_mean,G_clean_std,G_clean_n,IN_wind_frac_pct,G_clean_minus_G_raw
0.1,A1,full,3,5.455674757349613,4.447799335899999,3,5.46301941179393,4.445001652002858,3,0.3045325472233069,0.11422823331702377,3,5.43069350680631,4.487104320349326,3,3.831448224548718,1.0344443751978973,3,8.4040435415327,0.3645631109529015,2,8.400155574001344,0.37139378305300386,2,0.25879493275890475,0.04363842174200881,2,8.396137180221924,0.37022646101639245,2,4.825904065690592,1.1420132619124734,2,1.0474494690635643,0.04699567696201429,2,1.0462111840957626,0.047510642343543415,2,1.0467399918882705,0.04673160679720983,2,5.57443648407805,-0.0007094771752937934
0.1,A1,no,3,7.591857136374472,0.04997126626433575,3,7.596084347576029,0.04890472545375126,3,0.02484501687329141,0.013417345449930963,3,7.5960355996088635,0.04895520569031279,3,0.185606521063677,0.03395674020149083,3,7.592475321358745,0.17440835102367416,3,7.570379802348026,0.16796494557097436,3,0.06938157652540274,0.04702208590566035,3,7.56996990602017,0.16759893274682694,3,0.15407125301163907,0.03785520242025387,3,1.0000632750322145,0.020648963852003554,3,0.996602127598052,0.020069083554210797,3,0.9965546219221273,0.02001895591681639,3,0.32707663233386364,-0.00350865311008719
0.2,A2,full,3,10.667884706411272,8.875993241157834,3,10.670260893046299,8.87119006264181,3,0.14095172357717575,0.026970636666988332,3,10.658532896272154,8.890596192991776,3,4.458366780943571,1.1303191578142664,3,15.721277699033465,0.7448118518590694,2,15.71660105519928,0.7374012668443715,2,0.17546263334593232,0.06297573513433137,2,15.715540817058443,0.7381541336664229,2,6.247817928044796,2.2120655027821052,2,0.9953511029920652,0.03900424158110946,2,0.9950938519066035,0.03954910410724576,2,0.9950593834539987,0.03958775080058769,2,1.3209772937139013,-0.00029171953806650386
0.2,A2,no,2,14.980967688036667,0.2153668546578383,2,14.980152560341562,0.2026058075078081,2,0.0810706711832048,0.08568261154853188,2,14.979807492621127,0.2030741886638795,2,0.19465559477614217,0.11214289751605672,2,14.853959491847252,0.05012885301134979,2,14.860047515264338,0.04947313632183394,2,0.012158524256284907,0.00823604203307388,2,14.860041388757587,0.04947989546951831,2,0.06091840740357611,0.03227116894589489,2,0.9916004447431285,0.010909109428278208,2,0.9920507898622986,0.010114857938637773,2,0.9920736022930017,0.01014596792955129,2,0.541187219934136,0.00047315754987320435
0.3,A3,full,3,15.792522098914363,13.50490369743537,3,15.769218087597507,13.4805382791246,3,0.3453300383631943,0.08928423482492659,3,15.698181528610045,13.598226495581294,3,4.260688648429713,0.7787540231979531,3,22.806543857807533,0.22588308099874824,2,22.83791818442823,0.21940379232884005,2,0.9064227064313564,0.6685731685584128,2,22.815145026094044,0.19306105451573888,2,7.186552014485814,1.5816240369356,2,0.96684694059913,0.0015479931151021926,2,0.9698199665659804,0.007937351206529551,2,0.9689877261142079,0.008974980203814981,2,2.189899565374116,0.002140785515077903
0.3,A3,no,2,22.240524326569567,0.18657319250564386,2,22.23419240089544,0.1872877369655445,2,0.033541213654679755,0.022588943531103918,2,22.234161219730368,0.18732207603610712,2,0.22348649242292967,0.08116885964272288,2,21.77383606800764,0.022457940615455606,2,21.678855579566196,0.0596485217716636,2,0.007476055921318546,0.008974680710214513,2,21.67885335738147,0.059651622847343856,2,0.03394029654772106,0.011970830861167847,2,0.9790465243833959,0.007203332650701909,2,0.9750691883023825,0.010896146757454993,2,0.9750704712490765,0.010897818245025887,2,0.15085420261690705,-0.003976053134319368
