short_path,file_date,category,Mooring,PanelCondition,WindCondition,WaveFrequencyInput [Hz],WaveAmplitudeInput [Volt],per_train,mstop_sec,run_num,Kt_FFT,Kt_LS,Kt_PSD,Kt_eff,override_fired,quality_flag,cut_in_any,cut_out_any,fft_ls_dis,ws_in_low,any_flag
20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0100-freq1200-per40-depth580-mstop30-run1.csv,2026-03-26,canon_loose230,below_90_loose230,full,full,1.2,0.1,40.0,30.0,1,0.8322838261213293,0.8320913593401423,0.8379319443753238,0.8322838261213293,False,ok,False,False,False,True,True
20260324-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-fullwind-amp0200-freq1200-per40-depth580-run1.csv,2026-03-24,canon_loose230,below_90_loose230,full,full,1.2,0.2,40.0,,1,0.8830022982607936,0.875304898802237,0.8821209872490393,0.8830022982607936,False,ok,False,False,False,False,False
20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0200-freq1200-per240-depth580-mstop30-run1.csv,2026-03-26,canon_loose230,below_90_loose230,full,full,1.2,0.2,240.0,30.0,1,0.8630116798818325,0.8610694333976386,0.8738880639443354,0.8630116798818325,False,ok,False,False,False,False,False
20260324-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-nowind-amp0200-freq1200-per40-depth580-run1.csv,2026-03-24,canon_loose230,below_90_loose230,full,no,1.2,0.2,40.0,,1,0.8586049084147915,0.858075748094538,0.857070952645195,0.8586049084147915,False,ok,False,False,False,False,False
20260325-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-nowind-amp0200-freq1200-per240-depth580-mstop30-run1.csv,2026-03-25,canon_loose230,below_90_loose230,full,no,1.2,0.2,240.0,30.0,1,0.8316381547959608,0.8311364610329699,0.8330243905822851,0.8316381547959608,False,ok,False,False,False,False,False
20260319-ProbePos4_31_FPV_2-tett6roof-under9Mooring/fullpanel-fullwind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,2026-03-19,canon_loose230,below_90_loose230,full,full,1.3,0.1,240.0,30.0,1,0.7183955647068712,0.7169423024318116,0.7088292195630385,0.7183955647068712,False,ok,False,False,False,True,True
20260323-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,2026-03-23,canon_loose230,below_90_loose230,full,full,1.3,0.1,40.0,30.0,2,0.8025946847386164,0.8025892245483099,0.803806228372751,0.8025946847386164,False,ok,False,False,False,True,True
20260323-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,2026-03-23,canon_loose230,below_90_loose230,full,full,1.3,0.1,40.0,30.0,3,0.7515078558066105,0.7519220433716548,0.7472299661173648,0.7515078558066105,False,ok,False,False,False,True,True
20260323-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,2026-03-23,canon_loose230,below_90_loose230,full,full,1.3,0.1,40.0,30.0,1,0.7429714774969469,0.7373062993940863,0.7371929556336932,0.7429714774969469,False,ok,False,False,False,True,True
20260324-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-fullwind-amp0100-freq1300-per40-depth580-run1.csv,2026-03-24,canon_loose230,below_90_loose230,full,full,1.3,0.1,40.0,,1,0.7728303870136604,0.774296578846463,0.7648676307040903,0.7728303870136604,False,ok,False,False,False,True,True
20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,2026-03-26,canon_loose230,below_90_loose230,full,full,1.3,0.1,240.0,30.0,1,0.8110745142065084,0.8106564467878163,0.7860405188804116,0.8110745142065084,False,ok,False,False,False,True,True
20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop330-run1.csv,2026-03-26,canon_loose230,below_90_loose230,full,full,1.3,0.1,40.0,330.0,1,0.8243915453290819,0.8245757318123449,0.8000106461367691,0.8243915453290819,False,ok,False,False,False,False,False
20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per240-depth580-mstop330-run1.csv,2026-03-26,canon_loose230,below_90_loose230,full,full,1.3,0.1,240.0,330.0,1,0.8025204609254766,0.8024528294219212,0.7880886146661475,0.8025204609254766,False,ok,False,False,False,True,True
20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,2026-03-26,canon_loose230,below_90_loose230,full,full,1.3,0.1,40.0,30.0,2,0.8805832794778503,0.8800593076597819,0.8642599564794663,0.8805832794778503,False,ok,False,False,False,False,False
