path,WaveFrequencyInput [Hz],WaveAmplitudeInput [Volt],WindCondition,PanelCondition,Mooring,quality_flag,Probe 9373/170 hg_snap_shift,Probe 9373/340 hg_snap_shift,Probe 12400/250 hg_snap_shift,Probe 8804/250 hg_snap_shift,9373/170_shift_periods,9373/340_shift_periods,12400/250_shift_periods,8804/250_shift_periods
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,1.40000,0.30000,full,full,below_90_loose300,ok,9.00000,14.00000,47.00000,-37.00000,0.05028,0.07821,0.26257,-0.20670
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop330-run3.csv,1.30000,0.10000,no,full,below_90_loose300,ok,61.00000,61.00000,20.00000,-14.00000,0.31771,0.31771,0.10417,-0.07292
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,1.40000,0.20000,no,full,below_90_loose300,ok,68.00000,66.00000,-68.00000,16.00000,0.37989,0.36872,-0.37989,0.08939
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,1.50000,0.20000,full,full,below_90_loose300,ok,48.00000,57.00000,-13.00000,25.00000,0.28743,0.34132,-0.07784,0.14970
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,1.60000,0.10000,full,full,below_90_loose300,ok,-39.00000,-69.00000,-29.00000,-49.00000,-0.25000,-0.44231,-0.18590,-0.31410
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,1.30000,0.10000,no,full,below_90_loose300,ok,61.00000,62.00000,21.00000,-15.00000,0.31771,0.32292,0.10938,-0.07812
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,1.30000,0.20000,full,full,below_90_loose300,ok,15.00000,16.00000,-20.00000,-66.00000,0.07812,0.08333,-0.10417,-0.34375
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,1.50000,0.30000,no,full,below_90_loose300,ok,62.00000,57.00000,1.00000,29.00000,0.37126,0.34132,0.00599,0.17365
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2-rettetterpå.csv,1.30000,0.10000,no,full,below_90_loose300,ok,62.00000,61.00000,21.00000,-16.00000,0.32292,0.31771,0.10938,-0.08333
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per240-depth580-mstop330-run1.csv,1.30000,0.10000,full,full,below_90_loose300,ok,38.00000,30.00000,-1.00000,-47.00000,0.19792,0.15625,-0.00521,-0.24479
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,1.60000,0.10000,no,full,below_90_loose300,ok,-8.00000,-10.00000,6.00000,-27.00000,-0.05128,-0.06410,0.03846,-0.17308
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,1.30000,0.20000,no,full,below_90_loose300,ok,41.00000,39.00000,5.00000,-34.00000,0.21354,0.20312,0.02604,-0.17708
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,1.30000,0.30000,full,full,below_90_loose300,ok,4.00000,-1.00000,-42.00000,-65.00000,0.02083,-0.00521,-0.21875,-0.33854
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,1.50000,0.30000,full,full,below_90_loose300,ok,31.00000,30.00000,-45.00000,6.00000,0.18563,0.17964,-0.26946,0.03593
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,1.60000,0.10000,full,full,below_90_loose300,ok,-55.00000,-66.00000,-39.00000,-57.00000,-0.35256,-0.42308,-0.25000,-0.36538
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,1.30000,0.30000,no,full,below_90_loose300,ok,28.00000,29.00000,-16.00000,-50.00000,0.14583,0.15104,-0.08333,-0.26042
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1100-per40-depth580-mstop30-run1.csv,1.10000,0.20000,full,full,below_90_loose300,ok,104.00000,94.00000,60.00000,-43.00000,0.45815,0.41410,0.26432,-0.18943
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,1.30000,0.30000,full,full,below_90_loose300,ok,1.00000,7.00000,-39.00000,-69.00000,0.00521,0.03646,-0.20312,-0.35938
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,1.40000,0.30000,no,full,below_90_loose300,ok,50.00000,48.00000,80.00000,-4.00000,0.27933,0.26816,0.44693,-0.02235
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1200-per40-depth580-mstop30-run1.csv,1.20000,0.20000,full,full,below_90_loose300,ok,-59.00000,-44.00000,20.00000,53.00000,-0.28365,-0.21154,0.09615,0.25481
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1300-per40-depth580-mstop30-run2.csv,1.30000,0.30000,full,full,below_90_loose300,ok,1.00000,9.00000,-44.00000,-71.00000,0.00521,0.04688,-0.22917,-0.36979
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1600-per240-depth580-mstop30-run1.csv,1.60000,0.20000,full,full,below_90_loose300,ok,73.00000,66.00000,-79.00000,71.00000,0.46795,0.42308,-0.50641,0.45513
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,1.30000,0.30000,no,full,below_90_loose300,ok,25.00000,26.00000,-20.00000,-52.00000,0.13021,0.13542,-0.10417,-0.27083
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,1.30000,0.10000,full,full,below_90_loose300,ok,9.00000,14.00000,-4.00000,-59.00000,0.04688,0.07292,-0.02083,-0.30729
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,1.40000,0.30000,full,full,below_90_loose300,ok,10.00000,11.00000,50.00000,-36.00000,0.05587,0.06145,0.27933,-0.20112
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,1.30000,0.10000,full,full,below_90_loose300,ok,17.00000,7.00000,-3.00000,-37.00000,0.08854,0.03646,-0.01562,-0.19271
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,1.30000,0.10000,no,full,below_90_loose300,ok,55.00000,54.00000,15.00000,-18.00000,0.28646,0.28125,0.07812,-0.09375
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,1.30000,0.10000,no,full,below_90_loose300,ok,63.00000,64.00000,22.00000,-14.00000,0.32812,0.33333,0.11458,-0.07292
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1600-per240-depth580-mstop30-run1.csv,1.60000,0.20000,no,full,below_90_loose300,ok,-42.00000,-44.00000,-30.00000,-55.00000,-0.26923,-0.28205,-0.19231,-0.35256
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1700-per240-depth580-mstop30-run1.csv,1.70000,0.10000,full,full,below_90_loose300,ok,63.00000,55.00000,-7.00000,-74.00000,0.42857,0.37415,-0.04762,-0.50340
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,1.30000,0.10000,full,full,below_90_loose300,ok,16.00000,44.00000,0.00000,-45.00000,0.08333,0.22917,0.00000,-0.23438
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1000-per40-depth580-mstop30-run1.csv,1.00000,0.20000,full,full,below_90_loose300,ok,13.00000,13.00000,92.00000,90.00000,0.05200,0.05200,0.36800,0.36000
