config,probe,n_runs,step_5pct_mm,step_5pct_std,step_50pct_mm,step_min_mm,update_rate_hz,samples_per_update,frac_zero
h272/high,8804/250,21,0.03428571428571288,0.029760952365691776,0.08666666666666634,0.009999999999934062,61.44776411935961,4.406563542616962,0.7542089435225615
h272/high,9373/170,21,0.03847619047618851,0.03125319031331086,0.08666666666666634,0.009999999999934062,66.09321012334298,4.067140528399749,0.735627159506628
h272/high,9373/340,21,0.020000000000011585,0.022583179581270773,0.0852380952380908,0.009999999999934062,52.35835054659386,5.065566921469548,0.7905665978136246
h272/high,12400/250,17,0.04882352941174705,0.027812396728139715,0.08705882352941952,0.009999999999934062,75.97919422151007,3.481257748177502,0.6960832231139598
h100/low,8804/250,9,0.051111111111116735,0.037896056669669734,0.07555555555555632,0.009999999999990905,28.222161097029232,119.40946301014911,0.887111355611883
h100/low,9373/170,9,0.04333333333332866,0.03968626966597066,0.07888888888888819,0.009999999999990905,35.57508926599118,10.471841887671015,0.8576996429360353
h100/low,9373/340,9,0.06222222222222721,0.037006005518619496,0.08777777777777847,0.009999999999990905,42.805483293124325,7.328254320387828,0.8287780668275028
h100/low,12400/250,9,0.05888888888888902,0.036893239368634034,0.07666666666666799,0.009999999999990905,37.453973729782014,10.622943016327822,0.8501841050808719
