path,freq_hz,amp_v,amp_tag,wind,run_category,file_date,mooring,A_IN_wall,phi_IN_wall,sigma_pre_IN_wall,A_FFT_meta_IN_wall,A_IN_far,phi_IN_far,sigma_pre_IN_far,A_FFT_meta_IN_far,A_OUT,phi_OUT,sigma_pre_OUT,A_FFT_meta_OUT,A_IN_mean,sigma_pre_IN_mean,dphi_OUT_minus_IN_wall,T_wall,T_far,T_mean
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0300-freq1300-per240-depth580-mstop30-run1.csv,1.3,0.3,A3,full,standard,2026-03-26,below_90_loose230,22.532398810621746,3.112465271549153,3.859671052667826,22.531590937837706,23.355444882882683,2.9785503256532504,2.927105888913693,23.357624993876982,18.836201546044656,2.95919156374888,0.36811535894334313,18.787625804902312,22.943921846752215,3.3933884707907596,-0.15327370780027305,0.8359607738331567,0.8065015091983881,0.8209669502823459
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0300-freq1500-per240-depth580-mstop30-run1.csv,1.5,0.3,A3,full,standard,2026-03-26,below_90_loose230,24.015802034377284,2.8711457576528985,3.0319671119077563,24.05968104572479,23.494228837357127,2.966610812135935,3.657532011650945,23.60321946076168,17.220460214614135,2.8658815408121106,0.3064547324985577,17.331896022321637,23.755015435867207,3.3447495617793503,-0.0052642168407879275,0.7170470588475041,0.7329655437437745,0.724918923378737
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0100-freq1600-per240-depth580-mstop30-run1.csv,1.6,0.1,A1,full,standard,2026-03-26,below_90_loose230,7.483852096323581,-3.0208021461248205,3.7659088112594876,7.416666847081385,8.316456913827052,-3.0168650913481243,4.734252814877528,8.309489793010622,5.084411924461143,-3.130208218356981,0.4154846541321529,5.084830305213134,7.900154505075316,4.250080813068507,-0.10940607223216059,0.6793843409811433,0.6113675543737541,0.6435838591757607
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0200-freq1600-per240-depth580-mstop30-run1.csv,1.6,0.2,A2,full,standard,2026-03-26,below_90_loose230,16.788126596425094,2.9791278013196782,2.6592583814136646,16.884595868525928,15.74647228659279,3.047494379198447,4.33697852456793,15.818928314014018,11.158982160684271,2.9939577105525363,0.3196413457957925,11.227470052925618,16.267299441508943,3.498118452990797,0.014829909232858096,0.6646949018755013,0.7086655320370073,0.6859763171390403
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,1.3,0.1,A1,full,standard,2026-03-26,below_90_loose230,7.307060447273757,-2.9020847799147873,2.3798764840627227,7.300935494244845,7.445115022607267,-3.1134172058565026,4.26650944224838,7.4433548185371015,6.491621046939228,-3.083612489987211,0.32750145037846734,6.491787758601514,7.376087734940512,3.3231929631555515,-0.18152771007242352,0.888403906575213,0.8719302559097164,0.8800899989554669
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.3,A3,full,standard,2026-03-26,below_90_loose230,23.252468116931727,2.830524178498559,6.290376234518109,23.287418908969357,23.306794176081407,2.8160211572153186,3.258696051413236,23.252285238098555,17.5238941201899,2.9160478584159035,0.41643851647779956,17.615763896473023,23.279631146506567,4.7745361429656725,0.08552367991734444,0.7536358734937709,0.7518792154681571,0.752756519633242
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1500-per40-depth580-mstop30-run1.csv,1.5,0.1,A1,full,standard,2026-03-27,below_90_loose300,8.26062569528612,-2.4643286259901216,3.813592866229259,8.236204502062725,8.318494061878374,-2.7485523184981524,4.90148027377774,8.288954772148166,5.094792783136159,-3.0188391776546313,0.3128219818768349,5.0930227976697084,8.289559878582246,4.3575365700035,-0.5545105516645097,0.6167562810700252,0.6124657594557108,0.6146035323660048
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1300-per240-depth580-mstop30-run1.csv,1.3,0.2,A2,no,standard,2026-03-27,below_90_loose300,14.867805887911976,3.043498671943269,0.03027977832684622,14.82960534845934,14.698223104306186,3.0073921369491625,0.03221252579323195,14.642760787416751,12.014622574557338,-3.002843739533831,0.03335572723515258,12.027091292918188,14.78301449610908,0.031246152060039084,0.23684289570248573,0.8080965453231824,0.817420071072222,0.8127315695807246
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1600-per40-depth580-mstop30-run1.csv,1.6,0.2,A2,full,standard,2026-03-27,below_90_loose300,15.659289758522172,-3.0431871158065738,4.5924996154722795,15.651420718090643,14.45310496809867,2.912236192209367,3.0092811988099992,14.459533845959045,10.712055594357423,-3.126363206177597,0.27013115408896066,10.711863498007604,15.056197363310421,3.8008904071411393,-0.08317609037102347,0.6840703352160438,0.741159468363469,0.7114715180647814
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.1,A1,no,standard,2026-03-27,below_90_loose300,7.952332370517061,-3.0270340390982415,0.08375425515098711,7.953272664628354,8.240231685937374,-3.0119509351585076,0.029768909687431774,8.242395427866077,3.874829801814013,3.079336432176103,0.1946017392988532,3.8711863781149316,8.096282028227218,0.05676158241920944,-0.17681483590524216,0.48725702363495044,0.47023311352115565,0.47859372836873065
