freq_hz,in_start_s,in_end_s,out_start_s,out_end_s,samples_per_period
1.3,27.0673033720563,34.759611064363995,32.08232569471621,39.774633387023904,192.3076923076923
1.4,27.4944979486516,34.637355091508745,32.91364896043284,40.05650610328998,178.57142857142858
1.5,28.00049295173886,34.66715961840553,33.81373227371833,40.480398940384994,166.66666666666666
1.6,28.58281958921887,34.83281958921887,34.78596371559949,41.03596371559949,156.25
