path,probe,WaveFrequencyInput [Hz],WaveAmplitudeInput [Volt],WindCondition,Mooring,N_periods,N_tag,A_FFT_mm
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,9373/170,1.4,0.2,full,below_90_loose,10,full_10p,15.73311010966596
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,12400/250,1.4,0.2,full,below_90_loose,20,20p,10.200424183413807
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,12400/250,1.4,0.2,full,below_90_loose,40,40p,10.200424183413807
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,12400/250,1.4,0.2,full,below_90_loose,60,60p,10.200424183413807
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,12400/250,1.4,0.2,full,below_90_loose,100,100p,10.200424183413807
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,12400/250,1.4,0.2,full,below_90_loose,10,full_10p,10.200424183413807
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run4.csv,9373/170,1.3,0.1,no,below_90_loose,20,20p,7.849901420811388
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run4.csv,9373/170,1.3,0.1,no,below_90_loose,40,40p,7.849901420811388
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run4.csv,9373/170,1.3,0.1,no,below_90_loose,60,60p,7.849901420811388
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run4.csv,9373/170,1.3,0.1,no,below_90_loose,100,100p,7.849901420811388
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run4.csv,9373/170,1.3,0.1,no,below_90_loose,10,full_10p,7.849901420811388
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run4.csv,12400/250,1.3,0.1,no,below_90_loose,20,20p,4.397390110260737
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run4.csv,12400/250,1.3,0.1,no,below_90_loose,40,40p,4.397390110260737
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run4.csv,12400/250,1.3,0.1,no,below_90_loose,60,60p,4.397390110260737
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run4.csv,12400/250,1.3,0.1,no,below_90_loose,100,100p,4.397390110260737
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run4.csv,12400/250,1.3,0.1,no,below_90_loose,10,full_10p,4.397390110260737
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,9373/170,1.4,0.1,no,below_90_loose,20,20p,7.93525296152286
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,9373/170,1.4,0.1,no,below_90_loose,40,40p,7.93525296152286
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,9373/170,1.4,0.1,no,below_90_loose,60,60p,7.93525296152286
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,9373/170,1.4,0.1,no,below_90_loose,100,100p,7.93525296152286
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,9373/170,1.4,0.1,no,below_90_loose,9,full_9p,7.93525296152286
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,12400/250,1.4,0.1,no,below_90_loose,20,20p,3.280195723734889
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,12400/250,1.4,0.1,no,below_90_loose,40,40p,3.280195723734889
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,12400/250,1.4,0.1,no,below_90_loose,60,60p,3.280195723734889
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,12400/250,1.4,0.1,no,below_90_loose,100,100p,3.280195723734889
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,12400/250,1.4,0.1,no,below_90_loose,9,full_9p,3.280195723734889
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run2.csv,9373/170,1.6,0.3,full,below_90_loose,20,20p,24.46624582014223
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run2.csv,9373/170,1.6,0.3,full,below_90_loose,40,40p,24.46624582014223
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run2.csv,9373/170,1.6,0.3,full,below_90_loose,60,60p,24.46624582014223
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run2.csv,9373/170,1.6,0.3,full,below_90_loose,100,100p,24.46624582014223
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run2.csv,9373/170,1.6,0.3,full,below_90_loose,10,full_10p,24.46624582014223
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run2.csv,12400/250,1.6,0.3,full,below_90_loose,20,20p,15.229600960680282
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run2.csv,12400/250,1.6,0.3,full,below_90_loose,40,40p,15.229600960680282
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run2.csv,12400/250,1.6,0.3,full,below_90_loose,60,60p,15.229600960680282
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run2.csv,12400/250,1.6,0.3,full,below_90_loose,100,100p,15.229600960680282
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run2.csv,12400/250,1.6,0.3,full,below_90_loose,10,full_10p,15.229600960680282
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,9373/170,1.6,0.3,full,below_90_loose,20,20p,23.934636128409295
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,9373/170,1.6,0.3,full,below_90_loose,40,40p,23.934636128409295
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,9373/170,1.6,0.3,full,below_90_loose,60,60p,23.934636128409295
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,9373/170,1.6,0.3,full,below_90_loose,100,100p,23.934636128409295
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,9373/170,1.6,0.3,full,below_90_loose,10,full_10p,23.934636128409295
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,12400/250,1.6,0.3,full,below_90_loose,20,20p,14.642832890319001
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,12400/250,1.6,0.3,full,below_90_loose,40,40p,14.642832890319001
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,12400/250,1.6,0.3,full,below_90_loose,60,60p,14.642832890319001
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,12400/250,1.6,0.3,full,below_90_loose,100,100p,14.642832890319001
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,12400/250,1.6,0.3,full,below_90_loose,10,full_10p,14.642832890319001
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run2.csv,9373/170,1.4,0.3,full,below_90_loose,20,20p,24.475127300236085
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run2.csv,9373/170,1.4,0.3,full,below_90_loose,40,40p,24.475127300236085
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run2.csv,9373/170,1.4,0.3,full,below_90_loose,60,60p,24.475127300236085
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run2.csv,9373/170,1.4,0.3,full,below_90_loose,100,100p,24.475127300236085
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run2.csv,9373/170,1.4,0.3,full,below_90_loose,10,full_10p,24.475127300236085
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run2.csv,12400/250,1.4,0.3,full,below_90_loose,20,20p,17.172893889418432
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run2.csv,12400/250,1.4,0.3,full,below_90_loose,40,40p,17.172893889418432
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run2.csv,12400/250,1.4,0.3,full,below_90_loose,60,60p,17.172893889418432
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run2.csv,12400/250,1.4,0.3,full,below_90_loose,100,100p,17.172893889418432
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run2.csv,12400/250,1.4,0.3,full,below_90_loose,10,full_10p,17.172893889418432
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,9373/170,1.6,0.1,no,below_90_loose,20,20p,7.063993001156409
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,9373/170,1.6,0.1,no,below_90_loose,40,40p,7.063993001156409
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,9373/170,1.6,0.1,no,below_90_loose,60,60p,7.063993001156409
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,9373/170,1.6,0.1,no,below_90_loose,100,100p,7.063993001156409
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,9373/170,1.6,0.1,no,below_90_loose,10,full_10p,7.063993001156409
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,12400/250,1.6,0.1,no,below_90_loose,20,20p,1.6132213624153917
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,12400/250,1.6,0.1,no,below_90_loose,40,40p,1.6132213624153917
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,12400/250,1.6,0.1,no,below_90_loose,60,60p,1.6132213624153917
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,12400/250,1.6,0.1,no,below_90_loose,100,100p,1.6132213624153917
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,12400/250,1.6,0.1,no,below_90_loose,10,full_10p,1.6132213624153917
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,9373/170,1.6,0.3,no,below_90_loose,20,20p,21.0038774884237
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,9373/170,1.6,0.3,no,below_90_loose,40,40p,21.0038774884237
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,9373/170,1.6,0.3,no,below_90_loose,60,60p,21.0038774884237
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,9373/170,1.6,0.3,no,below_90_loose,100,100p,21.0038774884237
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,9373/170,1.6,0.3,no,below_90_loose,10,full_10p,21.0038774884237
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,12400/250,1.6,0.3,no,below_90_loose,20,20p,9.012232839642634
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,12400/250,1.6,0.3,no,below_90_loose,40,40p,9.012232839642634
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,12400/250,1.6,0.3,no,below_90_loose,60,60p,9.012232839642634
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,12400/250,1.6,0.3,no,below_90_loose,100,100p,9.012232839642634
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run4.csv,12400/250,1.6,0.3,no,below_90_loose,10,full_10p,9.012232839642634
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,9373/170,1.4,0.3,no,below_90_loose,20,20p,22.285693942418195
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,9373/170,1.4,0.3,no,below_90_loose,40,40p,22.285693942418195
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,9373/170,1.4,0.3,no,below_90_loose,60,60p,22.285693942418195
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,9373/170,1.4,0.3,no,below_90_loose,100,100p,22.285693942418195
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,9373/170,1.4,0.3,no,below_90_loose,10,full_10p,22.285693942418195
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,12400/250,1.4,0.3,no,below_90_loose,20,20p,13.554905086732434
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,12400/250,1.4,0.3,no,below_90_loose,40,40p,13.554905086732434
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,12400/250,1.4,0.3,no,below_90_loose,60,60p,13.554905086732434
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,12400/250,1.4,0.3,no,below_90_loose,100,100p,13.554905086732434
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,12400/250,1.4,0.3,no,below_90_loose,10,full_10p,13.554905086732434
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,9373/170,1.3,0.1,no,below_90_loose,20,20p,7.535904812170821
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,9373/170,1.3,0.1,no,below_90_loose,40,40p,7.535904812170821
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,9373/170,1.3,0.1,no,below_90_loose,60,60p,7.535904812170821
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,9373/170,1.3,0.1,no,below_90_loose,100,100p,7.535904812170821
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,9373/170,1.3,0.1,no,below_90_loose,10,full_10p,7.535904812170821
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,12400/250,1.3,0.1,no,below_90_loose,20,20p,4.29039634304041
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,12400/250,1.3,0.1,no,below_90_loose,40,40p,4.29039634304041
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,12400/250,1.3,0.1,no,below_90_loose,60,60p,4.29039634304041
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,12400/250,1.3,0.1,no,below_90_loose,100,100p,4.29039634304041
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,12400/250,1.3,0.1,no,below_90_loose,10,full_10p,4.29039634304041
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,9373/170,1.5,0.2,no,below_90_loose,20,20p,15.136322675233604
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,9373/170,1.5,0.2,no,below_90_loose,40,40p,15.136322675233604
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,9373/170,1.5,0.2,no,below_90_loose,60,60p,15.136322675233604
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,9373/170,1.5,0.2,no,below_90_loose,100,100p,15.136322675233604
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,9373/170,1.5,0.2,no,below_90_loose,9,full_9p,15.136322675233604
