freq_hz,panel,wind,n,mean_kt,std_kt,n_canon,n_earlier
0.65,reverse,no,12,0.9647226738960827,0.008020993070896544,0,12
0.65,reverse,full,7,0.9536815891841682,0.010280057952882341,0,7
0.7,full,no,2,1.0066169887436915,0.009781514030133488,0,2
0.7,full,full,6,1.0174880512006281,0.015391924103417996,1,5
