path,name,freq_hz,amp_V,wind,mooring,N_in,N_out,A_in_nearest,A_in_parabolic,A_out_nearest,A_out_parabolic,f_in_peak,f_out_peak,outin_nearest,outin_parabolic,delta_outin
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1400-per40-depth580-mstop30-run2.csv,fullpanel-fullwind-amp0100-freq1400-per40-depth580-mstop30-run2.csv,1.4000,0.1000,full,above_50,3765,3035,7.8608,7.8608,4.8762,4.8762,1.3945,1.4002,0.6203,0.6203,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,1.4000,0.1000,no,above_50,3752,3038,7.1135,7.1135,4.0660,4.0660,1.3993,1.3992,0.5716,0.5716,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,1.6000,0.1000,no,above_50,2501,2646,7.7663,7.7663,2.2562,2.2562,1.5994,1.6062,0.2905,0.2905,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0200-freq0900-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0200-freq0900-per40-depth580-mstop30-run1.csv,0.9000,0.2000,full,above_50,6521,6397,9.0189,9.3546,11.9393,11.9393,0.8932,0.8989,1.3238,1.2763,-0.0475
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0200-freq1800-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0200-freq1800-per40-depth580-mstop30-run1.csv,1.8000,0.2000,full,above_50,2982,3090,12.8629,13.1532,7.9476,7.9501,1.7783,1.7814,0.6179,0.6044,-0.0134
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,1.5000,0.2000,no,above_50,3003,2832,14.6586,14.6587,8.5527,8.5529,1.4986,1.5011,0.5835,0.5835,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,1.5000,0.2000,full,above_50,3010,2842,16.0964,16.0965,10.0279,10.0280,1.4951,1.4957,0.6230,0.6230,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,1.6000,0.1000,full,above_50,2517,2657,8.2772,8.2773,4.4097,4.4097,1.5888,1.5997,0.5327,0.5327,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1000-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0100-freq1000-per40-depth580-mstop30-run1.csv,1.0000,0.1000,full,above_50,5727,5753,7.0586,7.0587,6.0510,6.0510,1.0039,0.9995,0.8573,0.8572,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1000-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0100-freq1000-per40-depth580-mstop30-run1.csv,1.0000,0.1000,no,above_50,5755,5756,7.1569,7.1569,6.5636,6.5638,0.9992,0.9988,0.9171,0.9171,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop90-run3.csv,fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop90-run3.csv,1.3000,0.1000,full,above_50,4413,3277,8.0131,8.0134,5.0227,5.0227,1.3026,1.2969,0.6268,0.6268,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,1.3000,0.2000,no,above_50,4422,3272,14.8933,14.8933,10.9943,10.9943,1.3003,1.2987,0.7382,0.7382,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq1100-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0200-freq1100-per40-depth580-mstop30-run1.csv,1.1000,0.2000,no,above_50,5228,5225,14.8337,14.8337,12.9832,12.9832,1.0999,1.1005,0.8753,0.8753,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1200-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0100-freq1200-per40-depth580-mstop30-run1.csv,1.2000,0.1000,no,above_50,4790,4789,7.7708,7.7709,5.8851,5.8851,1.2005,1.2005,0.7573,0.7573,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1200-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0100-freq1200-per40-depth580-mstop30-run1.csv,1.2000,0.1000,full,above_50,4793,4795,8.0515,8.0525,5.4171,5.4171,1.2003,1.1993,0.6728,0.6727,-0.0001
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0200-freq1100-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0200-freq1100-per40-depth580-mstop30-run1.csv,1.1000,0.2000,full,above_50,5224,5226,14.7356,14.7356,12.4434,12.4434,1.1008,1.1002,0.8444,0.8444,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0200-freq1200-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0200-freq1200-per40-depth580-mstop30-run1.csv,1.2000,0.2000,full,above_50,4808,4797,15.2140,15.2141,12.0604,12.0605,1.1961,1.1988,0.7927,0.7927,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1100-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0100-freq1100-per40-depth580-mstop30-run1.csv,1.1000,0.1000,full,above_50,5228,5227,7.2751,7.2753,5.7991,5.7991,1.0996,1.1000,0.7971,0.7971,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run5.csv,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run5.csv,1.3000,0.1000,no,above_50,4419,3272,7.5820,7.5821,5.2502,5.2502,1.3010,1.2992,0.6925,0.6925,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1100-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0100-freq1100-per40-depth580-mstop30-run1.csv,1.1000,0.1000,no,above_50,5227,5226,7.3469,7.3469,6.3225,6.3225,1.1000,1.1002,0.8606,0.8606,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1100-per40-depth580-mstop30-run2.csv,fullpanel-fullwind-amp0100-freq1100-per40-depth580-mstop30-run2.csv,1.1000,0.1000,full,above_50,5219,5223,7.5394,7.5404,5.7644,5.7644,1.1023,1.1009,0.7646,0.7645,-0.0001
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq1200-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0200-freq1200-per40-depth580-mstop30-run1.csv,1.2000,0.2000,no,above_50,4794,4789,15.5722,15.5722,12.4402,12.4402,1.1994,1.2006,0.7989,0.7989,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run4.csv,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run4.csv,1.3000,0.1000,no,above_50,4420,3273,7.6033,7.6034,5.2096,5.2096,1.3007,1.2986,0.6852,0.6852,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq1000-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0200-freq1000-per40-depth580-mstop30-run1.csv,1.0000,0.2000,no,above_50,5756,5755,14.1165,14.1166,13.4081,13.4083,0.9991,0.9990,0.9498,0.9498,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,1.3000,0.1000,full,above_50,4418,3272,8.1266,8.1268,5.1479,5.1479,1.3013,1.2988,0.6335,0.6335,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,1.3000,0.1000,no,above_50,4418,3275,7.2306,7.2307,4.7698,4.7699,1.3013,1.2973,0.6597,0.6597,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,1.3000,0.1000,no,above_50,4422,3270,7.5550,7.5554,4.9964,4.9964,1.2999,1.2998,0.6613,0.6613,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,1.3000,0.1000,full,above_50,4416,3267,7.6365,7.6370,4.9368,4.9369,1.3016,1.3011,0.6465,0.6464,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0200-freq1000-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0200-freq1000-per40-depth580-mstop30-run1.csv,1.0000,0.2000,full,above_50,5743,5754,14.0634,14.0634,12.8000,12.8000,1.0013,0.9992,0.9102,0.9102,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0200-freq1300-per40-depth580-mstop90-run1.csv,fullpanel-fullwind-amp0200-freq1300-per40-depth580-mstop90-run1.csv,1.3000,0.2000,full,above_50,4442,3280,15.7326,15.7327,10.9592,10.9592,1.2943,1.2957,0.6966,0.6966,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,1.3000,0.1000,no,above_50,4421,3272,7.4201,7.4205,5.0256,5.0256,1.3002,1.2991,0.6773,0.6773,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq1700-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq1700-per40-depth580-mstop30-run1.csv,1.7000,0.3000,full,above_50,3316,3273,15.1394,17.2823,14.9607,14.9623,1.6902,1.6812,0.9882,0.8658,-0.1224
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq0600-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq0600-per40-depth580-mstop30-run1.csv,0.6000,0.3000,full,above_50,9719,9582,11.0421,11.1025,11.5696,11.5709,0.5940,0.5998,1.0478,1.0422,-0.0056
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1700-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1700-per40-depth580-mstop30-run1.csv,1.7000,0.3000,no,above_50,3292,3233,12.8707,13.7114,5.7788,5.7789,1.7002,1.7015,0.4490,0.4215,-0.0275
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq0600-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq0600-per40-depth580-mstop30-run1.csv,0.6000,0.3000,no,above_50,9581,9589,12.9601,12.9602,11.3345,11.3354,0.6001,0.5994,0.8746,0.8746,0.0001
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq0900-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq0900-per40-depth580-mstop30-run1.csv,0.9000,0.3000,full,above_50,6379,6394,19.5597,19.5598,18.7548,18.7549,0.9015,0.8992,0.9588,0.9588,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1500-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1500-per40-depth580-mstop30-run1.csv,1.5000,0.3000,no,above_50,3004,2834,22.1420,22.1420,12.6725,12.6725,1.4980,1.4998,0.5723,0.5723,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq1800-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq1800-per40-depth580-mstop30-run1.csv,1.8000,0.3000,full,above_50,3055,3071,15.8988,15.9371,14.8557,14.8560,1.8064,1.7913,0.9344,0.9322,-0.0022
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq0900-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq0900-per40-depth580-mstop30-run1.csv,0.9000,0.3000,no,above_50,6387,6390,19.8975,19.8975,18.9440,18.9440,0.9003,0.8998,0.9521,0.9521,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1800-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1800-per40-depth580-mstop30-run1.csv,1.8000,0.3000,no,above_50,3025,3044,14.9899,15.0747,3.5537,3.5555,1.8102,1.8048,0.2371,0.2359,-0.0012
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq1500-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq1500-per40-depth580-mstop30-run1.csv,1.5000,0.3000,full,above_50,3006,2676,24.4564,24.4570,16.5677,16.5686,1.4966,1.4955,0.6774,0.6775,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq0700-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq0700-per40-depth580-mstop30-run1.csv,0.7000,0.3000,full,above_50,8044,8213,9.8140,10.8872,16.3298,16.3299,0.6975,0.7000,1.6639,1.4999,-0.1640
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq1600-per40-depth580-mstop30-run1.csv,1.6000,0.3000,full,above_50,2516,2671,25.7104,25.7104,16.3878,16.3885,1.5898,1.5918,0.6374,0.6374,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq0700-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq0700-per40-depth580-mstop30-run1.csv,0.7000,0.3000,no,above_50,8216,8212,15.9788,15.9791,16.1075,16.1077,0.7000,0.7001,1.0081,1.0080,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1600-per40-depth580-mstop30-run1.csv,1.6000,0.3000,no,above_50,2500,2653,21.4447,21.4447,10.0327,10.0327,1.6000,1.6022,0.4678,0.4678,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq2000-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq2000-per40-depth580-mstop30-run1.csv,2.0000,0.3000,no,above_50,2725,2792,5.8436,5.9226,1.4400,1.5381,2.0387,2.0044,0.2464,0.2597,0.0133
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq1900-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq1900-per40-depth580-mstop30-run1.csv,1.9000,0.3000,full,above_50,2955,2898,10.6508,11.0126,11.8940,11.8946,1.8922,1.8973,1.1167,1.0801,-0.0366
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,1.4000,0.3000,no,above_50,3763,3041,20.2729,20.2731,14.8266,14.8275,1.3954,1.3969,0.7314,0.7314,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq0500-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq0500-per40-depth580-mstop30-run1.csv,0.5000,0.3000,no,above_50,11508,11476,9.8229,9.8240,9.8889,9.8894,0.4994,0.5012,1.0067,1.0067,-0.0001
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq0800-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq0800-per40-depth580-mstop30-run1.csv,0.8000,0.3000,full,above_50,7189,7192,17.6338,17.6338,17.5118,17.5120,0.7999,0.7996,0.9931,0.9931,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq1400-per40-depth580-mstop30-run1.csv,1.4000,0.3000,full,above_50,3757,3047,23.7443,23.7443,16.8737,16.8737,1.3974,1.3949,0.7106,0.7106,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1900-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1900-per40-depth580-mstop30-run1.csv,1.9000,0.3000,no,above_50,2905,2899,7.3202,8.2057,2.0550,2.0558,1.9440,1.8990,0.2807,0.2505,-0.0302
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq0800-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq0800-per40-depth580-mstop30-run1.csv,0.8000,0.3000,no,above_50,7188,7183,17.5467,17.5467,16.9789,16.9789,0.8000,0.8005,0.9676,0.9676,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq2000-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq2000-per40-depth580-mstop30-run1.csv,2.0000,0.3000,full,above_50,2728,2708,5.2577,6.6913,4.7870,5.0128,1.9495,2.0024,0.9105,0.7491,-0.1613
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq1200-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq1200-per40-depth580-mstop30-run1.csv,1.2000,0.3000,full,above_50,4809,4799,23.3961,23.3961,19.0900,19.0900,1.1958,1.1982,0.8160,0.8159,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1200-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1200-per40-depth580-mstop30-run1.csv,1.2000,0.3000,no,above_50,4802,4788,22.4826,22.4834,19.0823,19.0824,1.1977,1.2008,0.8488,0.8487,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1000-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1000-per40-depth580-mstop30-run1.csv,1.0000,0.3000,no,above_50,5755,5753,21.1924,21.1925,20.2221,20.2223,0.9992,0.9993,0.9542,0.9542,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq1000-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq1000-per40-depth580-mstop30-run1.csv,1.0000,0.3000,full,above_50,5754,5759,21.5311,21.5312,19.8839,19.8839,0.9994,0.9984,0.9235,0.9235,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,1.3000,0.3000,full,above_50,4449,3281,22.6082,22.6085,17.5588,17.5588,1.2926,1.2954,0.7767,0.7766,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq1300-per40-depth580-mstop30-run2.csv,fullpanel-fullwind-amp0300-freq1300-per40-depth580-mstop30-run2.csv,1.3000,0.3000,full,above_50,4441,3284,23.1644,23.1646,17.7059,17.7059,1.2949,1.2942,0.7644,0.7644,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,1.3000,0.3000,no,above_50,4422,3269,22.2250,22.2250,17.4365,17.4366,1.3003,1.3000,0.7845,0.7845,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1100-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1100-per40-depth580-mstop30-run1.csv,1.1000,0.3000,no,above_50,5229,5227,22.1761,22.1761,20.0512,20.0512,1.0997,1.1000,0.9042,0.9042,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,1.3000,0.1000,no,above_50,4421,3274,7.5111,7.5113,4.3436,4.3438,1.3003,1.2985,0.5783,0.5783,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260312-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0300-freq1100-per40-depth580-mstop30-run1.csv,fullpanel-fullwind-amp0300-freq1100-per40-depth580-mstop30-run1.csv,1.1000,0.3000,full,above_50,5239,5231,23.4027,23.4027,19.7810,19.7810,1.0975,1.0992,0.8452,0.8452,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260313-ProbePos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1700-per240-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1700-per240-depth580-mstop30-run1.csv,1.7000,0.3000,no,above_50,29722,29720,20.5205,20.5205,5.6998,5.6998,1.6991,1.6992,0.2778,0.2778,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260313-ProbePos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq1300-per240-depth580-mstop30-run1.csv,fullpanel-nowind-amp0200-freq1300-per240-depth580-mstop30-run1.csv,1.3000,0.2000,no,above_50,4424,3268,15.4037,15.4037,11.4050,11.4052,1.2997,1.3008,0.7404,0.7404,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260313-ProbePos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1400-per240-depth580-mstop30-run1.csv,fullpanel-nowind-amp0100-freq1400-per240-depth580-mstop30-run1.csv,1.4000,0.1000,no,above_50,3573,3031,7.7803,7.7803,4.3919,4.3920,1.3993,1.4018,0.5645,0.5645,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260313-ProbePos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1900-per240-depth580-mstop30-run1.csv,fullpanel-nowind-amp0100-freq1900-per240-depth580-mstop30-run1.csv,1.9000,0.1000,no,above_50,26710,26621,6.9309,6.9309,0.8888,0.8945,1.9000,1.8980,0.1282,0.1291,0.0008
/Users/ole/Kodevik/wave_project/wavedata/20260313-ProbePos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq1500-per240-depth580-mstop30-run1.csv,fullpanel-nowind-amp0200-freq1500-per240-depth580-mstop30-run1.csv,1.5000,0.2000,no,above_50,3006,2832,15.0285,15.0286,8.6607,8.6610,1.4972,1.5012,0.5763,0.5763,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260313-ProbePos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0300-freq1100-per240-depth580-mstop30-run1.csv,fullpanel-nowind-amp0300-freq1100-per240-depth580-mstop30-run1.csv,1.1000,0.3000,no,above_50,46141,46141,21.4615,21.4616,19.9163,19.9164,1.0999,1.0999,0.9280,0.9280,0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260313-ProbePos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq0700-per240-depth580-mstop30-run1.csv,fullpanel-nowind-amp0200-freq0700-per240-depth580-mstop30-run1.csv,0.7000,0.2000,no,above_50,55719,55352,11.8270,11.8272,12.2429,12.2431,0.7000,0.7000,1.0352,1.0352,-0.0000
/Users/ole/Kodevik/wave_project/wavedata/20260313-ProbePos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1500-per240-depth580-mstop30-run2.csv,fullpanel-nowind-amp0100-freq1500-per240-depth580-mstop30-run2.csv,1.5000,0.1000,no,above_50,3166,2829,8.0218,8.0218,3.3624,3.3625,1.5003,1.5018,0.4192,0.4192,0.0000
