path,freq_hz,amp_V,wind,delta_T_periods,A_in_hg,A_out_same,A_out_shifted,OUT_IN_same,OUT_IN_shifted,delta_OUTIN,delta_OUTIN_rel
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0300-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.3,full,7.6,23.0696295611658,18.297564485923928,18.002362661075743,0.7931451364405557,0.7803490131189611,-0.012796123321594632,-0.01613339442390147
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1300-per240-depth580-mstop30-run1.csv,1.3,0.2,no,6.553,14.788226199029648,11.59561929553326,11.661848155016138,0.7841115722380635,0.7885900579327998,0.0044784856947363005,0.005711541384287326
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.1,no,7.6,7.777328666822299,4.204399478160716,4.040493984651812,0.5405968627886947,0.5195220824199395,-0.021074780368755208,-0.03898428166978245
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1500-per240-depth580-mstop30-run1.csv,1.5,0.2,full,8.724,15.424167979013514,10.88068802265259,11.082928047982133,0.7054311154713246,0.7185430075101507,0.013111892038826012,0.018587062225154997
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1300-per240-depth580-mstop30-run1.csv,1.3,0.2,full,6.553,14.863581287036572,12.33662141086146,12.3387718201893,0.8299898370805812,0.8301345134735927,0.00014467639301152246,0.00017431104159107465
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.1,full,7.6,8.353367394197308,5.49650407378372,5.727164177595989,0.6579986027672964,0.6856114315736167,0.027612828806320322,0.04196487453041857
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1500-per240-depth580-mstop30-run1.csv,1.5,0.2,no,8.724,15.274793538524378,9.018110314674853,8.757980512345219,0.5903916338987092,0.5733616294228016,-0.017030004475907634,-0.02884526727360333
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,1.3,0.1,full,6.553,7.604275680535926,5.712432421246562,5.801665315592133,0.7512132201977147,0.7629477887607633,0.011734568563048553,0.015620822753838233
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1500-per240-depth580-mstop30-run1.csv,1.5,0.1,no,8.724,7.691604523386839,3.5415790425285283,3.5357854005439386,0.46044736592477165,0.459694123611419,-0.0007532423133526644,-0.001635892327975072
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.2,full,7.6,15.974929144317306,11.695962459486863,11.758203344140995,0.7321448723700548,0.7360410326654683,0.003896160295413509,0.005321570146084744
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run4.csv,1.3,0.1,no,6.553,7.183616869635533,5.021922427393441,4.845756896367484,0.699079936824113,0.6745567009357136,-0.02452323588839933,-0.0350793015170872
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,1.6,0.3,full,9.926,22.69350135062437,15.694446310038693,16.175898477120764,0.6915832893105712,0.7127987095158286,0.02121542020525735,0.03067659461003848
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run1.csv,1.3,0.1,no,6.553,7.426340390549119,5.249554145359162,5.0869594669222655,0.7068830499662835,0.6849887292260415,-0.021894320740242,-0.030973045316741298
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0100-freq1500-per240-depth580-mstop30-run1.csv,1.5,0.1,full,8.724,8.13753543919809,5.660569136406915,5.498890563561205,0.6956122254337898,0.6757439773562561,-0.019868248077533623,-0.028562246825296397
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop330-run3.csv,1.3,0.1,no,6.553,6.920888545556227,5.178326950222636,4.928395501456729,0.7482170701257056,0.7121044456959446,-0.03611262442976104,-0.04826490315663859
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.2,no,7.6,15.33268711930386,10.64754759457115,10.525825826986729,0.6944345444293247,0.6864958337103684,-0.007938710718956354,-0.011431906408803814
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0100-freq1300-per240-depth580-mstop30-run2.csv,1.3,0.1,no,6.553,7.475807850687557,5.171399225981614,5.213048611279226,0.6917512233150823,0.6973224453327511,0.005571222017668798,0.008053794239740996
