path,campaign,series,panel_state,wind,freq_hz,amp_v,amp_tag,file_date,in_probes,out_probe,L_separation_m,A_IN[9373/170]_mm,A_IN[9373/340]_mm,A_IN_mean_mm,n_in_probes_used,A_OUT_mm,A_IN[9373/250]_mm
/Users/ole/Kodevik/wave_project/wavedata/20260305-newProbePos-tett6roof/nopanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,march,march_nopanel,nopanel,no,1.6,0.1,A1,2026-03-05,9373/170+9373/340,11800/250,2.427,6.8313906288645905,6.926563848565608,6.878977238715099,2,6.661745897623572,
/Users/ole/Kodevik/wave_project/wavedata/20260305-newProbePos-tett6roof/nopanel-nowind-amp0200-freq1600-per40-depth580-mstop30-run1.csv,march,march_nopanel,nopanel,no,1.6,0.2,A2,2026-03-05,9373/170+9373/340,11800/250,2.427,13.724689389499458,13.773453268745397,13.749071329122428,2,13.413560190523782,
/Users/ole/Kodevik/wave_project/wavedata/20260306-newProbePos-tett6roof/nopanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,march,march_nopanel,nopanel,no,1.4,0.1,A1,2026-03-06,9373/170+9373/340,11800/250,2.427,7.388022793941212,7.385872179980408,7.3869474869608105,2,7.17234634105921,
/Users/ole/Kodevik/wave_project/wavedata/20260306-newProbePos-tett6roof/nopanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,march,march_nopanel,nopanel,no,1.6,0.1,A1,2026-03-06,9373/170+9373/340,11800/250,2.427,7.085529054155174,7.053714701145856,7.0696218776505155,2,6.840040003790268,
/Users/ole/Kodevik/wave_project/wavedata/20260306-newProbePos-tett6roof/nopanel-nowind-amp0100-freq1500-per40-depth580-mstop30-run1.csv,march,march_nopanel,nopanel,no,1.5,0.1,A1,2026-03-06,9373/170+9373/340,11800/250,2.427,7.244056270824402,7.303416455127492,7.273736362975947,2,7.042389144549467,
/Users/ole/Kodevik/wave_project/wavedata/20260306-newProbePos-tett6roof/nopanel-nowind-amp0100-freq1300-per40-depth580-mstop0-run1.csv,march,march_nopanel,nopanel,no,1.3,0.1,A1,2026-03-06,9373/170+9373/340,11800/250,2.427,7.565714793138655,7.552933086357821,7.5593239397482375,2,,
/Users/ole/Kodevik/wave_project/wavedata/20260306-newProbePos-tett6roof/nopanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,march,march_nopanel,nopanel,no,1.3,0.1,A1,2026-03-06,9373/170+9373/340,11800/250,2.427,7.5690544094988255,7.5415263326078374,7.5552903710533315,2,7.268920766087446,
/Users/ole/Kodevik/wave_project/wavedata/20260306-newProbePos-tett6roof/nopanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,march,march_nopanel,nopanel,no,1.3,0.2,A2,2026-03-06,9373/170+9373/340,11800/250,2.427,15.014848776864596,14.959110639597423,14.98697970823101,2,14.55669254368416,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1500-per40-depth580-mstop30-run1.csv,march,march_panel,panel,full,1.5,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,7.781416318869328,7.972893823662845,7.8771550712660865,2,4.642303202359376,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0200-freq1600-per40-depth580-mstop30-run1.csv,march,march_panel,panel,full,1.6,0.2,A2,2026-03-07,9373/170+9373/340,12400/250,3.027,15.12586839693431,18.459883528511153,16.792875962722732,2,9.05459618316408,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq1600-per40-depth580-mstop30-run1.csv,march,march_panel,panel,no,1.6,0.2,A2,2026-03-07,9373/170+9373/340,12400/250,3.027,14.998358605408649,14.717969388707159,14.858163997057904,2,6.709177518973939,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1500-per40-depth580-mstop30-run1.csv,march,march_panel,panel,no,1.5,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,7.666431164031207,7.403618519281518,7.535024841656362,2,2.935370037474268,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq1400-per40-depth580-mstop30-run1.csv,march,march_panel,panel,no,1.4,0.2,A2,2026-03-07,9373/170+9373/340,12400/250,3.027,13.976351512944929,14.014027803121579,13.995189658033254,2,9.78676899502068,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0200-freq1400-per40-depth580-mstop30-run1.csv,march,march_panel,panel,full,1.4,0.2,A2,2026-03-07,9373/170+9373/340,12400/250,3.027,16.30040731401367,15.238984386109829,15.769695850061748,2,10.297104624912347,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,march,march_panel,panel,full,1.4,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,7.997714150104347,8.225422107154872,8.11156812862961,2,4.668028283392137,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1400-per40-depth580-mstop30-run2.csv,march,march_panel,panel,full,1.4,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,8.132146272994197,7.859030264449337,7.995588268721766,2,4.841756896046218,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1400-per40-depth580-mstop30-run1.csv,march,march_panel,panel,no,1.4,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,7.142972321801165,7.16646268486269,7.154717503331927,2,3.748937013441298,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,march,march_panel,panel,no,1.6,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,7.666558940939182,7.540309956400728,7.6034344486699545,2,2.1464956459632503,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,march,march_panel,panel,no,1.5,0.2,A2,2026-03-07,9373/170+9373/340,12400/250,3.027,14.546998857698199,14.651959824704175,14.599479341201187,2,8.365793896697408,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0200-freq1500-per40-depth580-mstop30-run1.csv,march,march_panel,panel,full,1.5,0.2,A2,2026-03-07,9373/170+9373/340,12400/250,3.027,15.876543756349367,16.013222750865015,15.944883253607191,2,9.89459787533734,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1600-per40-depth580-mstop30-run1.csv,march,march_panel,panel,full,1.6,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,9.272273635086021,8.89664093675728,9.084457285921651,2,4.3920928373233,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop90-run3.csv,march,march_panel,panel,full,1.3,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,8.123124865786552,8.457961326690047,8.290543096238299,2,5.037138394312915,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,march,march_panel,panel,no,1.3,0.2,A2,2026-03-07,9373/170+9373/340,12400/250,3.027,14.967809035751745,15.515283665928068,15.241546350839908,2,10.8752162864454,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run5.csv,march,march_panel,panel,no,1.3,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,7.599255684924298,7.833756606330782,7.71650614562754,2,5.054437148739232,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run4.csv,march,march_panel,panel,no,1.3,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,7.628431450131779,7.831261326737132,7.7298463884344555,2,5.084995088499818,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,march,march_panel,panel,full,1.3,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,8.253070764650378,7.640021332230042,7.94654604844021,2,5.1064863196808306,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,march,march_panel,panel,no,1.3,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,7.127619659459532,7.24346998119298,7.185544820326256,2,4.951695955494683,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run3.csv,march,march_panel,panel,no,1.3,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,7.489642751927034,7.739205392528172,7.614424072227603,2,4.796033086283957,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,march,march_panel,panel,full,1.3,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,7.869827367583892,8.313808047771357,8.091817707677624,2,4.975318595401285,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-fullwind-amp0200-freq1300-per40-depth580-mstop90-run1.csv,march,march_panel,panel,full,1.3,0.2,A2,2026-03-07,9373/170+9373/340,12400/250,3.027,16.0531125578614,15.081384343432113,15.567248450646757,2,10.98580823934026,
/Users/ole/Kodevik/wave_project/wavedata/20260307-ProbPos4_31_FPV_2-tett6roof/fullpanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,march,march_panel,panel,no,1.3,0.1,A1,2026-03-07,9373/170+9373/340,12400/250,3.027,7.302719673610936,7.61165034844471,7.457185011027823,2,4.86474578207479,
/Users/ole/Kodevik/wave_project/wavedata/20251110-tett6roof-lowM-ekte580/fullpanel-fullwind-amp0200-freq1300-per15-depth580-mstop30-run1.csv,november,nov_panel,panel,full,1.3,0.2,A2,2025-11-10,9373/250,12400/170,3.027,,,1.080626463191203,1,,1.080626463191203
/Users/ole/Kodevik/wave_project/wavedata/20251110-tett6roof-lowM-ekte580/nopanel-fullwind-amp0100-freq1300-per15-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,full,1.3,0.1,A1,2025-11-10,9373/250,12400/170,3.027,,,0.31980773014647224,1,,0.31980773014647224
/Users/ole/Kodevik/wave_project/wavedata/20251110-tett6roof-lowM-ekte580/nopanel-fullwind-amp0300-freq1300-per15-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,full,1.3,0.3,A3,2025-11-10,9373/250,12400/170,3.027,,,0.19997704310422737,1,,0.19997704310422737
/Users/ole/Kodevik/wave_project/wavedata/20251110-tett6roof-lowM-ekte580/fullpanel-fullwind-amp0300-freq1300-per15-depth580-mstop30-run1.csv,november,nov_panel,panel,full,1.3,0.3,A3,2025-11-10,9373/250,12400/170,3.027,,,0.1713619500450271,1,,0.1713619500450271
/Users/ole/Kodevik/wave_project/wavedata/20251110-tett6roof-lowM-ekte580/nopanel-fullwind-amp0200-freq1300-per15-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,full,1.3,0.2,A2,2025-11-10,9373/250,12400/170,3.027,,,0.41931556419203175,1,,0.41931556419203175
/Users/ole/Kodevik/wave_project/wavedata/20251110-tett6roof-lowM-ekte580/fullpanel-fullwind-amp0100-freq1300-per15-depth580-mstop30-run1.csv,november,nov_panel,panel,full,1.3,0.1,A1,2025-11-10,9373/250,12400/170,3.027,,,0.16578846915824866,1,,0.16578846915824866
/Users/ole/Kodevik/wave_project/wavedata/20251112-tett6roof/nopanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,no,1.3,0.3,A3,2025-11-12,9373/250,12400/170,3.027,,,22.37245149617793,1,21.789716230108315,22.37245149617793
/Users/ole/Kodevik/wave_project/wavedata/20251112-tett6roof/nopanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,full,1.3,0.1,A1,2025-11-12,9373/250,12400/170,3.027,,,8.032054666522608,1,8.146258493607439,8.032054666522608
/Users/ole/Kodevik/wave_project/wavedata/20251112-tett6roof/nopanel-fullwind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,full,1.3,0.3,A3,2025-11-12,9373/250,12400/170,3.027,,,23.396888689178915,1,22.64682039947801,23.396888689178915
/Users/ole/Kodevik/wave_project/wavedata/20251112-tett6roof/nopanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,no,1.3,0.1,A1,2025-11-12,9373/250,12400/170,3.027,,,7.607333285178055,1,7.446364307885689,7.607333285178055
/Users/ole/Kodevik/wave_project/wavedata/20251112-tett6roof/nopanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,no,1.3,0.2,A2,2025-11-12,9373/250,12400/170,3.027,,,15.133255051408042,1,14.889405943744682,15.133255051408042
/Users/ole/Kodevik/wave_project/wavedata/20251112-tett6roof/nopanel-fullwind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,full,1.3,0.2,A2,2025-11-12,9373/250,12400/170,3.027,,,15.883705718041757,1,16.247939210191124,15.883705718041757
/Users/ole/Kodevik/wave_project/wavedata/20251113-tett6roof-loosepaneltaped/nopanel-nowind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,no,1.3,0.3,A3,2025-11-13,9373/250,12400/170,3.027,,,22.108597156961203,1,21.757955905906968,22.108597156961203
/Users/ole/Kodevik/wave_project/wavedata/20251113-tett6roof-loosepaneltaped/nopanel-fullwind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,full,1.3,0.1,A1,2025-11-13,9373/250,12400/170,3.027,,,8.01516187537976,1,8.66182858945796,8.01516187537976
/Users/ole/Kodevik/wave_project/wavedata/20251113-tett6roof-loosepaneltaped/nopanel-fullwind-amp0300-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,full,1.3,0.3,A3,2025-11-13,9373/250,12400/170,3.027,,,23.78070056445995,1,22.96626731613706,23.78070056445995
/Users/ole/Kodevik/wave_project/wavedata/20251113-tett6roof-loosepaneltaped/nopanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,no,1.3,0.1,A1,2025-11-13,9373/250,12400/170,3.027,,,7.632259419945156,1,7.785559790071975,7.632259419945156
/Users/ole/Kodevik/wave_project/wavedata/20251113-tett6roof-loosepaneltaped/nopanel-nowind-amp0100-freq1300-per40-depth580-mstop30-run2.csv,november,nov_nopanel,nopanel,no,1.3,0.1,A1,2025-11-13,9373/250,12400/170,3.027,,,7.535978704000204,1,7.545501866118572,7.535978704000204
/Users/ole/Kodevik/wave_project/wavedata/20251113-tett6roof-loosepaneltaped/nopanel-nowind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,no,1.3,0.2,A2,2025-11-13,9373/250,12400/170,3.027,,,14.828680324665292,1,14.818513039949824,14.828680324665292
/Users/ole/Kodevik/wave_project/wavedata/20251113-tett6roof-loosepaneltaped/nopanel-fullwind-amp0200-freq1300-per40-depth580-mstop30-run1.csv,november,nov_nopanel,nopanel,full,1.3,0.2,A2,2025-11-13,9373/250,12400/170,3.027,,,15.700632837000029,1,15.194616187875807,15.700632837000029
