freq_hz,panel,wind,n,mean_kt,std_kt,n_canon,n_earlier
0.65,reverse,no,12,0.9647226738960827,0.008020993070896544,0,12
0.65,reverse,full,7,0.9536815891841682,0.010280057952882341,0,7
1.3,full,no,47,0.6882829725459415,0.07480268297113113,13,34
1.3,full,full,36,0.7695708102076655,0.0714737710831446,17,19
1.3,reverse,no,17,0.6649931723573731,0.06086835160369665,0,17
1.3,reverse,full,6,0.691764421331642,0.019794666194273957,0,6
