""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"7,450"	"7,451"	"0,130"	"0,017"	"8,555"	"7,449"	"7,429"	"7450,"	"0,154"
"7,419"	"7,421"	"0,139"	"0,019"	"8,408"	"7,422"	"7,415"	"7419,"	"-0,22"
"7,502"	"7,504"	"0,141"	"0,020"	"8,418"	"7,500"	"7,484"	"7502,"	"0,301"
"7,421"	"7,423"	"0,140"	"0,019"	"9,249"	"7,417"	"7,420"	"7421,"	"0,239"
"7,417"	"7,418"	"0,147"	"0,021"	"8,409"	"7,410"	"7,411"	"7417,"	"0,174"
"7,580"	"7,581"	"0,134"	"0,017"	"8,918"	"7,589"	"7,604"	"7580,"	"-0,09"
"7,501"	"7,502"	"0,128"	"0,016"	"8,909"	"7,499"	"7,492"	"7501,"	"-0,02"
"7,538"	"7,539"	"0,134"	"0,017"	"8,488"	"7,539"	"7,549"	"7538,"	"0,324"
"7,463"	"7,464"	"0,161"	"0,026"	"5,310"	"7,454"	"7,426"	"7463,"	"0,386"
"7,336"	"7,338"	"0,141"	"0,019"	"8,086"	"7,339"	"7,352"	"7336,"	"0,108"
"7,415"	"7,416"	"0,147"	"0,021"	"7,913"	"7,424"	"7,451"	"7415,"	"-0,16"
"7,464"	"7,466"	"0,132"	"0,017"	"8,512"	"7,463"	"7,467"	"7464,"	"0,154"
"7,339"	"7,340"	"0,138"	"0,019"	"7,756"	"7,338"	"7,325"	"7339,"	"-0,14"
"7,287"	"7,289"	"0,145"	"0,021"	"8,100"	"7,288"	"7,291"	"7287,"	"-0,09"
"7,356"	"7,357"	"0,141"	"0,020"	"8,332"	"7,354"	"7,355"	"7356,"	"0,246"
"7,358"	"7,359"	"0,140"	"0,019"	"8,797"	"7,356"	"7,346"	"7358,"	"-0,27"
"7,379"	"7,380"	"0,138"	"0,019"	"8,006"	"7,377"	"7,380"	"7379,"	"0,170"
"7,388"	"7,389"	"0,131"	"0,017"	"8,575"	"7,391"	"7,392"	"7388,"	"-0,46"
"7,454"	"7,455"	"0,125"	"0,015"	"9,763"	"7,458"	"7,462"	"7454,"	"-0,07"
"7,408"	"7,409"	"0,140"	"0,019"	"9,220"	"7,417"	"7,431"	"7408,"	"-0,23"
"7,320"	"7,322"	"0,142"	"0,020"	"8,142"	"7,322"	"7,347"	"7320,"	"0,211"
"7,367"	"7,368"	"0,129"	"0,016"	"9,009"	"7,368"	"7,369"	"7367,"	"-0,01"
"7,382"	"7,384"	"0,147"	"0,021"	"7,322"	"7,387"	"7,386"	"7382,"	"-0,27"
"7,418"	"7,419"	"0,125"	"0,015"	"9,277"	"7,420"	"7,433"	"7418,"	"-0,01"
"7,383"	"7,384"	"0,148"	"0,022"	"7,086"	"7,383"	"7,371"	"7383,"	"-0,08"
"7,360"	"7,361"	"0,139"	"0,019"	"7,496"	"7,355"	"7,354"	"7360,"	"0,214"
"7,281"	"7,282"	"0,119"	"0,014"	"10,03"	"7,287"	"7,294"	"7281,"	"-0,25"
"7,246"	"7,248"	"0,127"	"0,016"	"9,105"	"7,257"	"7,292"	"7246,"	"-0,25"
"7,208"	"7,210"	"0,139"	"0,019"	"8,282"	"7,210"	"7,250"	"7208,"	"-0,59"
"7,263"	"7,265"	"0,137"	"0,018"	"8,326"	"7,264"	"7,280"	"7263,"	"-0,14"
