""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"13,78"	"13,78"	"0,105"	"0,011"	"7,155"	"13,79"	"13,78"	"13789"	"0,127"
"13,78"	"13,78"	"0,105"	"0,011"	"8,140"	"13,78"	"13,78"	"13780"	"0,153"
"13,83"	"13,83"	"0,097"	"0,009"	"8,104"	"13,83"	"13,85"	"13836"	"0,335"
"13,87"	"13,87"	"0,102"	"0,010"	"7,914"	"13,87"	"13,87"	"13877"	"0,197"
"13,82"	"13,82"	"0,100"	"0,010"	"9,174"	"13,82"	"13,82"	"13823"	"-0,10"
"13,80"	"13,80"	"0,108"	"0,011"	"8,046"	"13,80"	"13,80"	"13800"	"-0,43"
"13,81"	"13,81"	"0,099"	"0,009"	"9,204"	"13,81"	"13,81"	"13813"	"-0,10"
"13,81"	"13,81"	"0,089"	"0,007"	"10,32"	"13,81"	"13,82"	"13816"	"0,639"
"13,82"	"13,82"	"0,094"	"0,009"	"8,161"	"13,83"	"13,83"	"13828"	"-0,54"
"13,85"	"13,85"	"0,113"	"0,012"	"7,475"	"13,85"	"13,85"	"13854"	"0,005"
"13,81"	"13,81"	"0,107"	"0,011"	"7,638"	"13,81"	"13,81"	"13811"	"0,041"
"13,79"	"13,79"	"0,101"	"0,010"	"7,530"	"13,79"	"13,80"	"13793"	"0,138"
"13,82"	"13,82"	"0,103"	"0,010"	"8,866"	"13,83"	"13,84"	"13827"	"-0,11"
"13,85"	"13,85"	"0,093"	"0,008"	"8,703"	"13,85"	"13,86"	"13852"	"-0,23"
"13,84"	"13,84"	"0,083"	"0,006"	"11,91"	"13,84"	"13,84"	"13846"	"0,891"
"13,85"	"13,85"	"0,092"	"0,008"	"9,171"	"13,85"	"13,84"	"13855"	"-0,00"
"13,87"	"13,87"	"0,098"	"0,009"	"8,844"	"13,87"	"13,88"	"13876"	"0,127"
"13,88"	"13,88"	"0,105"	"0,011"	"7,645"	"13,87"	"13,87"	"13881"	"0,119"
"13,86"	"13,86"	"0,107"	"0,011"	"8,010"	"13,87"	"13,86"	"13869"	"-0,23"
"13,88"	"13,88"	"0,095"	"0,009"	"9,329"	"13,88"	"13,89"	"13888"	"0,433"
"13,88"	"13,88"	"0,090"	"0,008"	"9,662"	"13,88"	"13,88"	"13888"	"0,240"
"13,87"	"13,87"	"0,108"	"0,011"	"7,416"	"13,88"	"13,88"	"13876"	"-0,35"
"13,88"	"13,88"	"0,103"	"0,010"	"8,748"	"13,87"	"13,87"	"13880"	"0,089"
"13,84"	"13,84"	"0,099"	"0,009"	"8,592"	"13,84"	"13,85"	"13842"	"-0,22"
"13,84"	"13,84"	"0,105"	"0,011"	"7,677"	"13,84"	"13,83"	"13844"	"0,073"
"13,86"	"13,86"	"0,101"	"0,010"	"9,308"	"13,87"	"13,86"	"13867"	"-0,75"
"13,85"	"13,85"	"0,099"	"0,009"	"8,066"	"13,85"	"13,87"	"13858"	"0,021"
"13,84"	"13,84"	"0,110"	"0,012"	"7,334"	"13,84"	"13,83"	"13846"	"0,246"
"13,80"	"13,80"	"0,093"	"0,008"	"9,108"	"13,81"	"13,80"	"13809"	"-0,18"
"13,81"	"13,81"	"0,104"	"0,010"	"7,308"	"13,81"	"13,82"	"13811"	"-0,24"
