""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"7,493"	"7,494"	"0,144"	"0,020"	"8,019"	"7,488"	"7,473"	"7493,"	"0,342"
"7,387"	"7,388"	"0,140"	"0,019"	"8,726"	"7,384"	"7,395"	"7387,"	"-0,01"
"7,297"	"7,298"	"0,140"	"0,019"	"8,684"	"7,300"	"7,301"	"7297,"	"-0,40"
"7,294"	"7,296"	"0,139"	"0,019"	"8,394"	"7,294"	"7,277"	"7294,"	"0,059"
"7,181"	"7,183"	"0,136"	"0,018"	"7,400"	"7,177"	"7,123"	"7181,"	"-0,00"
"7,233"	"7,234"	"0,141"	"0,019"	"7,015"	"7,245"	"7,241"	"7233,"	"-0,19"
"7,234"	"7,235"	"0,141"	"0,020"	"8,354"	"7,234"	"7,252"	"7234,"	"0,086"
"7,296"	"7,298"	"0,143"	"0,020"	"8,389"	"7,302"	"7,310"	"7296,"	"-0,06"
"7,330"	"7,331"	"0,140"	"0,019"	"8,375"	"7,326"	"7,316"	"7330,"	"0,179"
"7,364"	"7,365"	"0,129"	"0,016"	"9,210"	"7,362"	"7,372"	"7364,"	"0,095"
"7,286"	"7,287"	"0,118"	"0,014"	"10,88"	"7,293"	"7,305"	"7286,"	"-0,27"
"7,316"	"7,317"	"0,140"	"0,019"	"8,485"	"7,321"	"7,337"	"7316,"	"0,117"
"7,307"	"7,308"	"0,137"	"0,019"	"8,242"	"7,299"	"7,293"	"7307,"	"-0,12"
"7,372"	"7,374"	"0,129"	"0,016"	"8,837"	"7,374"	"7,376"	"7372,"	"-0,10"
"7,305"	"7,306"	"0,154"	"0,023"	"6,854"	"7,310"	"7,263"	"7305,"	"-0,36"
"7,260"	"7,261"	"0,125"	"0,015"	"10,22"	"7,259"	"7,240"	"7260,"	"0,242"
"7,319"	"7,321"	"0,135"	"0,018"	"8,643"	"7,321"	"7,324"	"7319,"	"-0,05"
"7,283"	"7,284"	"0,139"	"0,019"	"7,950"	"7,275"	"7,248"	"7283,"	"0,587"
"7,263"	"7,264"	"0,134"	"0,018"	"8,480"	"7,265"	"7,285"	"7263,"	"0,254"
"7,324"	"7,326"	"0,145"	"0,021"	"8,180"	"7,325"	"7,331"	"7324,"	"0,031"
"7,316"	"7,317"	"0,128"	"0,016"	"10,54"	"7,325"	"7,325"	"7316,"	"-0,84"
"7,338"	"7,339"	"0,127"	"0,016"	"9,908"	"7,344"	"7,345"	"7338,"	"-0,48"
"7,285"	"7,286"	"0,143"	"0,020"	"7,477"	"7,279"	"7,272"	"7285,"	"0,300"
"7,262"	"7,264"	"0,145"	"0,021"	"7,436"	"7,265"	"7,257"	"7262,"	"-0,07"
"7,230"	"7,232"	"0,143"	"0,020"	"7,740"	"7,228"	"7,230"	"7230,"	"0,115"
"7,210"	"7,212"	"0,157"	"0,024"	"7,000"	"7,207"	"7,212"	"7210,"	"0,085"
"7,246"	"7,248"	"0,149"	"0,022"	"7,086"	"7,253"	"7,261"	"7246,"	"-0,28"
"7,171"	"7,172"	"0,150"	"0,022"	"7,586"	"7,165"	"7,170"	"7171,"	"0,262"
"7,286"	"7,288"	"0,142"	"0,020"	"8,942"	"7,290"	"7,298"	"7286,"	"-0,11"
"7,255"	"7,256"	"0,126"	"0,016"	"10,14"	"7,252"	"7,249"	"7255,"	"0,071"
