""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"5,285"	"5,285"	"0,047"	"0,002"	"7,319"	"5,283"	"5,284"	"5285,"	"0,324"
"5,398"	"5,398"	"0,054"	"0,002"	"5,259"	"5,401"	"5,392"	"5398,"	"-0,09"
"5,382"	"5,382"	"0,052"	"0,002"	"3,970"	"5,373"	"5,353"	"5382,"	"0,133"
"5,420"	"5,420"	"0,041"	"0,001"	"6,713"	"5,418"	"5,416"	"5420,"	"0,311"
"5,390"	"5,390"	"0,045"	"0,002"	"6,497"	"5,393"	"5,396"	"5390,"	"0,093"
"5,331"	"5,331"	"0,044"	"0,001"	"7,694"	"5,329"	"5,331"	"5331,"	"-0,03"
"5,365"	"5,365"	"0,050"	"0,002"	"5,105"	"5,369"	"5,397"	"5365,"	"-0,31"
"5,400"	"5,400"	"0,041"	"0,001"	"6,168"	"5,398"	"5,387"	"5400,"	"0,233"
"5,435"	"5,435"	"0,040"	"0,001"	"7,656"	"5,437"	"5,443"	"5435,"	"-0,05"
"5,408"	"5,409"	"0,043"	"0,001"	"6,449"	"5,406"	"5,411"	"5408,"	"0,195"
"5,416"	"5,416"	"0,043"	"0,001"	"6,886"	"5,420"	"5,422"	"5416,"	"0,011"
"5,380"	"5,380"	"0,049"	"0,002"	"5,235"	"5,374"	"5,358"	"5380,"	"0,148"
"5,474"	"5,474"	"0,040"	"0,001"	"7,327"	"5,476"	"5,485"	"5474,"	"0,178"
"5,447"	"5,447"	"0,042"	"0,001"	"6,289"	"5,447"	"5,448"	"5447,"	"-0,04"
"5,389"	"5,389"	"0,054"	"0,002"	"4,745"	"5,392"	"5,376"	"5389,"	"0,138"
"5,317"	"5,318"	"0,040"	"0,001"	"7,782"	"5,316"	"5,310"	"5317,"	"0,132"
"5,372"	"5,372"	"0,045"	"0,002"	"8,931"	"5,376"	"5,387"	"5372,"	"-0,41"
"5,350"	"5,350"	"0,041"	"0,001"	"7,451"	"5,350"	"5,353"	"5350,"	"-0,31"
"5,352"	"5,352"	"0,039"	"0,001"	"6,359"	"5,348"	"5,340"	"5352,"	"-0,13"
"5,393"	"5,393"	"0,041"	"0,001"	"7,705"	"5,393"	"5,396"	"5393,"	"0,085"
"5,403"	"5,403"	"0,039"	"0,001"	"8,492"	"5,404"	"5,401"	"5403,"	"-0,15"
"5,349"	"5,349"	"0,045"	"0,002"	"5,609"	"5,350"	"5,360"	"5349,"	"-0,03"
"5,308"	"5,308"	"0,040"	"0,001"	"8,749"	"5,306"	"5,307"	"5308,"	"0,362"
"5,308"	"5,308"	"0,039"	"0,001"	"8,638"	"5,308"	"5,304"	"5308,"	"0,226"
"5,318"	"5,318"	"0,042"	"0,001"	"6,353"	"5,318"	"5,318"	"5318,"	"-0,01"
"5,336"	"5,336"	"0,042"	"0,001"	"6,943"	"5,334"	"5,331"	"5336,"	"-0,18"
"5,338"	"5,338"	"0,043"	"0,001"	"6,765"	"5,339"	"5,347"	"5338,"	"-0,24"
"5,343"	"5,343"	"0,044"	"0,001"	"6,086"	"5,342"	"5,336"	"5343,"	"-0,06"
"5,347"	"5,347"	"0,044"	"0,002"	"5,696"	"5,343"	"5,330"	"5347,"	"0,017"
"5,337"	"5,337"	"0,039"	"0,001"	"7,360"	"5,339"	"5,338"	"5337,"	"-0,44"
