path,freq_hz,amp_V,wind,tag,HG_AFFT_IN,HG_AFFT_OUT,HG_OUT_IN,IN_plateau_med_pm5T,IN_plateau_std_pm5T,IN_plateau_cv_pm5T,OUT_plateau_med_pm5T,OUT_plateau_std_pm5T,OUT_plateau_cv_pm5T
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.2,full,outlier +10.7%,15.489335554882711,12.582015424572791,0.8123018175951748,15.52225421085606,0.07550116308497055,0.004864059179765658,12.571875089721116,0.07621260900449134,0.00606215130683278
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.2,full,outlier +10.7%,15.974929144317306,11.695962459486863,0.7321448723700548,15.985341925932797,0.09761729322644191,0.006106675332860959,11.707020772838568,0.0726586822274035,0.006206419518446464
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0200-freq1600-per240-depth580-mstop30-run1.csv,1.6,0.2,full,outlier -9.2%,16.888460019287436,11.019177838230133,0.6524678878740691,16.85710147715558,0.1274053104463334,0.007557960697987766,11.128098719874291,0.05944646321483039,0.005342014364831401
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1600-per240-depth580-mstop30-run1.csv,1.6,0.2,full,outlier -9.2%,15.644225121125436,10.120362983995173,0.6469072712542966,15.746988090716272,0.08473859342715681,0.005381257224492024,10.152691490671469,0.08055286961699305,0.007934139404413787
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,1.6,0.3,full,outlier -4.6%,23.711471228761706,16.069842423431588,0.6777243920629893,23.7228994349623,0.43068731435320606,0.018154918859474165,16.167765625943854,0.20218973790058947,0.012505731625410415
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop330-run1.csv,1.6,0.3,full,outlier -4.6%,23.966186600202374,16.78053006572469,0.7001752237706016,23.987102644524256,0.10884144742908479,0.004537498715124353,16.84972223686988,0.09405132318596116,0.005581772913749394
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0300-freq1600-per240-depth580-mstop30-run1.csv,1.6,0.3,full,outlier -4.6%,22.69350135062437,15.694446310038693,0.6915832893105712,22.744526524513685,0.21558263893045948,0.009478440393037331,15.733519415364793,0.12919089023296754,0.008211188280404976
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-nowind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,1.4,0.2,no,baseline +0.8%,15.33268711930386,10.64754759457115,0.6944345444293247,15.330270036702007,0.08107783617373689,0.005288741553777556,10.658123556501828,0.038876332215151126,0.003647577550499985
