path,run_type,freq_hz,amp_V,wind,tag,region,IN_plateau_med,IN_plateau_std,IN_plateau_cv,OUT_plateau_med,OUT_plateau_std,OUT_plateau_cv
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,per240,1.4,0.2,full,outlier +10.7%,±5T around HG start,15.52225421085606,0.07550116308497055,0.004864059179765658,12.571875089721116,0.07621260900449134,0.00606215130683278
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,per240,1.4,0.2,full,outlier +10.7%,±5T around HG start,15.985341925932797,0.09761729322644191,0.006106675332860959,11.707020772838568,0.0726586822274035,0.006206419518446464
/Users/ole/Kodevik/wave_project/wavedata/20260323-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-fullwind-amp0200-freq1400-per240-depth580-mstop30-run1.csv,per240,1.4,0.2,full,outlier +10.7%,±5T around HG start,16.202502542642463,0.18599344156460876,0.011479303340647716,11.638788372448479,0.039712309952135795,0.003412065644749018
/Users/ole/Kodevik/wave_project/wavedata/20260324-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-fullwind-amp0200-freq1400-per240-depth580-run1.csv,per240,1.4,0.2,full,outlier +10.7%,±5T around HG start,16.05609814205974,0.05085520048745489,0.0031673448952231546,11.845561991445816,0.0526702215711075,0.004446409685681684
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1400-per40-depth580-mstop30-run1.csv,per40,1.4,0.2,full,outlier +10.7%,±3T around SNARVEI start,16.568897151956513,0.0835122389822401,0.005040301609475479,11.606559293758504,0.7912916995776914,0.06817625099310984
/Users/ole/Kodevik/wave_project/wavedata/20260323-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-fullwind-amp0200-freq1400-per40-depth580-mstop30-run2.csv,per40,1.4,0.2,full,outlier +10.7%,±3T around SNARVEI start,15.547346171273194,0.04551044099287161,0.0029272160336251585,11.52826575653852,0.8177433382158057,0.07093376883266278
/Users/ole/Kodevik/wave_project/wavedata/20260323-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-fullwind-amp0200-freq1400-per40-depth580-mstop30-run1.csv,per40,1.4,0.2,full,outlier +10.7%,±3T around SNARVEI start,15.743289339341477,0.08547438698519164,0.005429258469613246,11.734579105933975,0.6688568526761216,0.05699879361995116
/Users/ole/Kodevik/wave_project/wavedata/20260324-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100/fullpanel-fullwind-amp0200-freq1400-per40-depth580-run1.csv,per40,1.4,0.2,full,outlier +10.7%,±3T around SNARVEI start,15.522030292468529,0.05613918684644654,0.0036167425129743453,12.269408744649159,0.7544473079069742,0.06149011118697941
/Users/ole/Kodevik/wave_project/wavedata/20260326-ProbePos4_31_FPV_2-tett6roof-under9Mooring-height100-lowrange/fullpanel-fullwind-amp0200-freq1600-per240-depth580-mstop30-run1.csv,per240,1.6,0.2,full,outlier -9.2%,±5T around HG start,16.85710147715558,0.1274053104463334,0.007557960697987766,11.128098719874291,0.05944646321483039,0.005342014364831401
/Users/ole/Kodevik/wave_project/wavedata/20260327-ProbePos4_31_FPV_2-tett6roof-under9Mooring30-height100-lowrange/fullpanel-fullwind-amp0200-freq1600-per240-depth580-mstop30-run1.csv,per240,1.6,0.2,full,outlier -9.2%,±5T around HG start,15.746988090716272,0.08473859342715681,0.005381257224492024,10.152691490671469,0.08055286961699305,0.007934139404413787
