03/23/2026 18:26:52.124,0.10606,,0.10443,0.10015,342.42
03/23/2026 18:26:52.128,0.10529,,0.10435,0.10032,342.42
03/23/2026 18:26:52.132,0.10512,,0.10392,0.10032,342.42
03/23/2026 18:26:52.136,0.10529,,0.10349,0.10032,342.42
03/23/2026 18:26:52.140,0.10469,,0.10289,0.10041,342.42
03/23/2026 18:26:52.144,0.10392,,0.10152,0.10067,342.42
03/23/2026 18:26:52.148,0.10315,,0.10092,0.10075,342.42
03/23/2026 18:26:52.152,0.10272,,0.10050,0.10084,342.42
03/23/2026 18:26:52.156,0.10178,,0.09981,0.10109,342.42
03/23/2026 18:26:52.160,0.10067,,0.09878,0.10127,342.42
03/23/2026 18:26:52.164,0.10024,,0.09750,0.10152,342.42
03/23/2026 18:26:52.168,0.09947,,0.09579,0.10152,342.42
03/23/2026 18:26:52.172,0.09836,,0.09570,0.10169,342.42
03/23/2026 18:26:52.176,0.09758,,0.09502,0.10195,342.42
03/23/2026 18:26:52.180,0.09750,,0.09399,0.10212,342.42
03/23/2026 18:26:52.184,0.09596,,0.09348,0.10238,342.42
03/23/2026 18:26:52.188,0.09339,,0.09313,0.10238,342.42
03/23/2026 18:26:52.192,0.09202,,0.09288,0.10246,342.42
03/23/2026 18:26:52.196,0.09125,,0.09262,0.10255,342.42
03/23/2026 18:26:52.200,0.09074,,0.09253,0.10212,342.42
03/23/2026 18:26:52.204,0.09048,,0.09245,0.10204,342.42
03/23/2026 18:26:52.208,0.09022,,0.09245,0.10169,342.42
03/23/2026 18:26:52.212,0.09005,,0.09245,0.10101,342.42
03/23/2026 18:26:52.216,0.09005,,0.09253,0.10135,342.42
03/23/2026 18:26:52.220,0.09014,,0.09253,0.10152,342.42
03/23/2026 18:26:52.224,0.09039,,0.09253,0.10075,342.42
03/23/2026 18:26:52.228,0.09057,,0.09253,0.09972,342.42
03/23/2026 18:26:52.232,0.09099,,0.09279,0.09827,342.42
03/23/2026 18:26:52.236,0.09151,,0.09322,0.09716,342.42
03/23/2026 18:26:52.240,0.09176,,0.09339,0.09630,342.42
03/23/2026 18:26:52.244,0.09202,,0.09365,0.09604,342.42
03/23/2026 18:26:52.248,0.09219,,0.09407,0.09604,342.42
03/23/2026 18:26:52.252,0.09253,,0.09544,0.09570,342.42
03/23/2026 18:26:52.256,0.09305,,0.09724,0.09510,342.42
03/23/2026 18:26:52.260,0.09365,,0.09758,0.09467,342.42
03/23/2026 18:26:52.264,0.09425,,0.09750,0.09459,342.42
03/23/2026 18:26:52.268,0.09519,,0.09776,0.09459,342.42
03/23/2026 18:26:52.272,0.09639,,0.09818,0.09459,342.42
03/23/2026 18:26:52.276,0.09741,,0.09861,0.09459,342.42
03/23/2026 18:26:52.280,0.09844,,0.09904,0.09459,342.42
03/23/2026 18:26:52.284,0.09895,,0.09947,0.09459,342.42
03/23/2026 18:26:52.288,0.09972,,0.09998,0.09467,342.42
03/23/2026 18:26:52.292,0.09998,,0.10032,0.09502,342.42
03/23/2026 18:26:52.296,0.10024,,0.10058,0.09562,342.42
03/23/2026 18:26:52.300,0.10058,,0.10118,0.09622,342.42
03/23/2026 18:26:52.304,0.10144,,0.10118,0.09630,342.42
03/23/2026 18:26:52.308,0.10195,,0.10127,0.09673,342.42
03/23/2026 18:26:52.312,0.10255,,0.10118,0.09776,342.42
03/23/2026 18:26:52.316,0.10341,,0.10127,0.09972,342.42
03/23/2026 18:26:52.320,0.10358,,0.10144,0.10144,342.42
03/23/2026 18:26:52.324,0.10392,,0.10169,0.10289,342.42
03/23/2026 18:26:52.328,0.10426,,0.10195,0.10418,342.42
03/23/2026 18:26:52.332,0.10443,,0.10195,0.10537,342.42
03/23/2026 18:26:52.336,0.10452,,0.10204,0.10649,342.42
03/23/2026 18:26:52.340,0.10452,,0.10229,0.10751,342.42
03/23/2026 18:26:52.344,0.10452,,0.10238,0.10837,342.42
03/23/2026 18:26:52.348,0.10460,,0.10246,0.10880,342.42
03/23/2026 18:26:52.352,0.10452,,0.10246,0.10871,342.42
