""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"7,088"	"7,089"	"0,115"	"0,013"	"8,107"	"7,083"	"7,063"	"7088,"	"-0,22"
"7,321"	"7,322"	"0,136"	"0,018"	"5,514"	"7,325"	"7,337"	"7321,"	"0,059"
"7,274"	"7,277"	"0,191"	"0,036"	"2,977"	"7,324"	"7,425"	"7274,"	"-0,14"
"7,000"	"7,001"	"0,129"	"0,016"	"5,182"	"6,976"	"6,935"	"7000,"	"0,228"
"7,104"	"7,105"	"0,133"	"0,017"	"5,918"	"7,124"	"7,149"	"7104,"	"-0,51"
"6,787"	"6,788"	"0,125"	"0,015"	"6,490"	"6,769"	"6,744"	"6787,"	"0,288"
"6,847"	"6,848"	"0,124"	"0,015"	"7,064"	"6,845"	"6,857"	"6847,"	"0,166"
"7,012"	"7,013"	"0,126"	"0,016"	"7,563"	"7,006"	"6,992"	"7012,"	"-0,17"
"7,065"	"7,065"	"0,116"	"0,013"	"7,509"	"7,073"	"7,085"	"7065,"	"-0,31"
"6,935"	"6,935"	"0,112"	"0,012"	"7,979"	"6,931"	"6,917"	"6935,"	"0,098"
"6,951"	"6,952"	"0,105"	"0,011"	"9,324"	"6,949"	"6,947"	"6951,"	"-0,23"
"7,164"	"7,164"	"0,106"	"0,011"	"6,215"	"7,171"	"7,162"	"7164,"	"-0,08"
"6,941"	"6,942"	"0,148"	"0,022"	"4,357"	"6,919"	"6,866"	"6941,"	"0,358"
"6,920"	"6,921"	"0,131"	"0,017"	"6,706"	"6,928"	"6,971"	"6920,"	"-0,27"
"7,012"	"7,013"	"0,124"	"0,015"	"7,186"	"7,009"	"6,998"	"7012,"	"0,098"
"6,924"	"6,925"	"0,115"	"0,013"	"8,180"	"6,930"	"6,941"	"6924,"	"-0,30"
"6,887"	"6,888"	"0,122"	"0,015"	"6,073"	"6,897"	"6,938"	"6887,"	"-0,21"
"6,860"	"6,862"	"0,153"	"0,023"	"5,452"	"6,834"	"6,795"	"6860,"	"0,205"
"7,108"	"7,109"	"0,118"	"0,014"	"7,010"	"7,112"	"7,105"	"7108,"	"-0,17"
"7,080"	"7,082"	"0,133"	"0,017"	"7,090"	"7,078"	"7,055"	"7080,"	"0,120"
"7,065"	"7,067"	"0,130"	"0,017"	"5,226"	"7,086"	"7,090"	"7065,"	"0,059"
"6,802"	"6,803"	"0,109"	"0,011"	"9,699"	"6,795"	"6,793"	"6802,"	"0,273"
"6,905"	"6,906"	"0,105"	"0,011"	"9,553"	"6,906"	"6,925"	"6905,"	"0,036"
"6,878"	"6,879"	"0,139"	"0,019"	"5,535"	"6,867"	"6,803"	"6878,"	"-0,04"
"6,950"	"6,951"	"0,125"	"0,015"	"6,862"	"6,955"	"6,948"	"6950,"	"-0,13"
"7,104"	"7,105"	"0,118"	"0,014"	"7,652"	"7,114"	"7,134"	"7104,"	"-0,56"
"7,053"	"7,054"	"0,099"	"0,009"	"7,819"	"7,049"	"7,049"	"7053,"	"0,266"
"7,030"	"7,031"	"0,126"	"0,015"	"8,105"	"7,026"	"6,987"	"7030,"	"0,246"
"6,951"	"6,952"	"0,127"	"0,016"	"7,718"	"6,955"	"6,963"	"6951,"	"-0,43"
"6,815"	"6,816"	"0,138"	"0,019"	"5,809"	"6,807"	"6,749"	"6815,"	"0,176"
