""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"5,587"	"5,587"	"0,050"	"0,002"	"11,83"	"5,586"	"5,586"	"5587,"	"-0,04"
"5,624"	"5,625"	"0,052"	"0,002"	"7,517"	"5,626"	"5,633"	"5624,"	"-0,06"
"5,702"	"5,702"	"0,059"	"0,003"	"4,952"	"5,694"	"5,668"	"5702,"	"0,393"
"5,719"	"5,719"	"0,046"	"0,002"	"8,436"	"5,716"	"5,711"	"5719,"	"0,386"
"5,600"	"5,600"	"0,076"	"0,005"	"3,668"	"5,608"	"5,673"	"5600,"	"-0,04"
"5,517"	"5,517"	"0,054"	"0,002"	"6,608"	"5,512"	"5,494"	"5517,"	"0,131"
"5,563"	"5,563"	"0,055"	"0,003"	"6,324"	"5,566"	"5,580"	"5563,"	"0,055"
"5,512"	"5,512"	"0,047"	"0,002"	"8,463"	"5,513"	"5,512"	"5512,"	"-0,29"
"5,561"	"5,561"	"0,055"	"0,003"	"5,956"	"5,558"	"5,548"	"5561,"	"-0,07"
"5,618"	"5,618"	"0,050"	"0,002"	"7,048"	"5,620"	"5,610"	"5618,"	"-0,07"
"5,601"	"5,601"	"0,050"	"0,002"	"6,743"	"5,603"	"5,619"	"5601,"	"0,038"
"5,546"	"5,546"	"0,049"	"0,002"	"7,123"	"5,546"	"5,551"	"5546,"	"-0,05"
"5,572"	"5,572"	"0,046"	"0,002"	"8,258"	"5,572"	"5,571"	"5572,"	"0,414"
"5,540"	"5,540"	"0,053"	"0,002"	"7,631"	"5,537"	"5,533"	"5540,"	"0,053"
"5,487"	"5,488"	"0,055"	"0,003"	"5,670"	"5,488"	"5,490"	"5487,"	"-0,18"
"5,514"	"5,514"	"0,046"	"0,002"	"7,462"	"5,515"	"5,524"	"5514,"	"-0,36"
"5,547"	"5,547"	"0,064"	"0,004"	"4,954"	"5,554"	"5,572"	"5547,"	"0,225"
"5,494"	"5,494"	"0,056"	"0,003"	"4,669"	"5,488"	"5,488"	"5494,"	"0,038"
"5,535"	"5,535"	"0,049"	"0,002"	"8,195"	"5,537"	"5,540"	"5535,"	"-0,11"
"5,492"	"5,492"	"0,051"	"0,002"	"7,773"	"5,488"	"5,487"	"5492,"	"0,231"
"5,478"	"5,478"	"0,056"	"0,003"	"5,958"	"5,477"	"5,459"	"5478,"	"0,175"
"5,414"	"5,414"	"0,048"	"0,002"	"8,613"	"5,414"	"5,411"	"5414,"	"-0,06"
"5,437"	"5,437"	"0,046"	"0,002"	"7,718"	"5,440"	"5,442"	"5437,"	"-0,65"
"5,485"	"5,486"	"0,051"	"0,002"	"5,825"	"5,486"	"5,508"	"5485,"	"0,051"
"5,505"	"5,506"	"0,049"	"0,002"	"9,363"	"5,505"	"5,507"	"5505,"	"0,002"
"5,518"	"5,518"	"0,049"	"0,002"	"8,164"	"5,521"	"5,528"	"5518,"	"-0,16"
"5,502"	"5,502"	"0,050"	"0,002"	"8,240"	"5,504"	"5,507"	"5502,"	"-0,33"
"5,502"	"5,502"	"0,050"	"0,002"	"9,389"	"5,501"	"5,500"	"5502,"	"0,308"
"5,463"	"5,464"	"0,054"	"0,003"	"7,204"	"5,460"	"5,447"	"5463,"	"0,165"
"5,505"	"5,505"	"0,055"	"0,003"	"5,221"	"5,497"	"5,475"	"5505,"	"0,610"
