""Arit"	""RMS""	""Stan"	""Vari"	""Kurt"	""Medi"	""Mode"	""Summ"	""Skew"
"5,468"	"5,468"	"0,047"	"0,002"	"5,318"	"5,472"	"5,486"	"5468,"	"-0,24"
"5,480"	"5,480"	"0,040"	"0,001"	"7,002"	"5,478"	"5,476"	"5480,"	"0,482"
"5,477"	"5,477"	"0,045"	"0,002"	"4,152"	"5,474"	"5,455"	"5477,"	"0,023"
"5,400"	"5,400"	"0,046"	"0,002"	"5,101"	"5,398"	"5,386"	"5400,"	"0,085"
"5,288"	"5,288"	"0,047"	"0,002"	"4,760"	"5,280"	"5,269"	"5288,"	"0,072"
"5,325"	"5,325"	"0,047"	"0,002"	"4,914"	"5,324"	"5,296"	"5325,"	"0,236"
"5,407"	"5,407"	"0,042"	"0,001"	"5,925"	"5,407"	"5,411"	"5407,"	"0,382"
"5,419"	"5,419"	"0,042"	"0,001"	"8,128"	"5,417"	"5,411"	"5419,"	"0,581"
"5,405"	"5,405"	"0,048"	"0,002"	"6,567"	"5,397"	"5,381"	"5405,"	"0,673"
"5,478"	"5,478"	"0,041"	"0,001"	"8,019"	"5,479"	"5,480"	"5478,"	"-0,09"
"5,420"	"5,420"	"0,056"	"0,003"	"3,398"	"5,419"	"5,451"	"5420,"	"-0,03"
"5,290"	"5,291"	"0,040"	"0,001"	"6,217"	"5,287"	"5,282"	"5290,"	"0,274"
"5,345"	"5,345"	"0,047"	"0,002"	"4,945"	"5,353"	"5,367"	"5345,"	"-0,37"
"5,391"	"5,391"	"0,039"	"0,001"	"6,558"	"5,391"	"5,388"	"5391,"	"-0,18"
"5,399"	"5,400"	"0,051"	"0,002"	"5,684"	"5,406"	"5,421"	"5399,"	"0,421"
"5,330"	"5,330"	"0,042"	"0,001"	"5,607"	"5,325"	"5,319"	"5330,"	"0,172"
"5,472"	"5,472"	"0,060"	"0,003"	"4,039"	"5,486"	"5,505"	"5472,"	"-0,58"
"5,466"	"5,467"	"0,054"	"0,002"	"3,828"	"5,470"	"5,433"	"5466,"	"0,190"
"5,437"	"5,437"	"0,039"	"0,001"	"6,461"	"5,435"	"5,430"	"5437,"	"0,359"
"5,499"	"5,499"	"0,039"	"0,001"	"6,540"	"5,499"	"5,501"	"5499,"	"0,249"
"5,504"	"5,504"	"0,042"	"0,001"	"6,443"	"5,503"	"5,503"	"5504,"	"0,189"
"5,480"	"5,480"	"0,037"	"0,001"	"7,188"	"5,479"	"5,476"	"5480,"	"0,398"
"5,454"	"5,454"	"0,039"	"0,001"	"6,790"	"5,454"	"5,448"	"5454,"	"0,212"
"5,489"	"5,489"	"0,045"	"0,002"	"3,970"	"5,487"	"5,507"	"5489,"	"0,045"
"5,503"	"5,503"	"0,052"	"0,002"	"3,822"	"5,510"	"5,535"	"5503,"	"-0,09"
"5,346"	"5,346"	"0,050"	"0,002"	"3,775"	"5,344"	"5,319"	"5346,"	"0,033"
"5,285"	"5,285"	"0,046"	"0,002"	"5,144"	"5,276"	"5,263"	"5285,"	"-0,06"
"5,332"	"5,332"	"0,040"	"0,001"	"6,938"	"5,332"	"5,327"	"5332,"	"-0,13"
"5,413"	"5,414"	"0,046"	"0,002"	"4,587"	"5,421"	"5,439"	"5413,"	"-0,47"
"5,379"	"5,380"	"0,040"	"0,001"	"6,577"	"5,379"	"5,390"	"5379,"	"-0,12"
"5,451"	"5,451"	"0,045"	"0,002"	"4,075"	"5,456"	"5,463"	"5451,"	"-0,12"
"5,448"	"5,448"	"0,044"	"0,001"	"13,10"	"5,446"	"5,434"	"5448,"	"-0,73"
"5,465"	"5,465"	"0,041"	"0,001"	"7,469"	"5,462"	"5,465"	"5465,"	"0,610"
"5,455"	"5,455"	"0,036"	"0,001"	"7,329"	"5,454"	"5,451"	"5455,"	"0,273"
"5,512"	"5,512"	"0,044"	"0,001"	"6,282"	"5,515"	"5,522"	"5512,"	"-0,06"
"5,464"	"5,465"	"0,072"	"0,005"	"2,551"	"5,468"	"5,519"	"5464,"	"-0,16"
"5,328"	"5,328"	"0,041"	"0,001"	"6,098"	"5,324"	"5,320"	"5328,"	"-0,20"
"5,374"	"5,374"	"0,037"	"0,001"	"8,230"	"5,374"	"5,377"	"5374,"	"0,104"
"5,417"	"5,417"	"0,041"	"0,001"	"6,016"	"5,418"	"5,424"	"5417,"	"-0,07"
"5,399"	"5,399"	"0,053"	"0,002"	"4,153"	"5,401"	"5,429"	"5399,"	"-0,15"
"5,319"	"5,319"	"0,038"	"0,001"	"6,356"	"5,318"	"5,332"	"5319,"	"-0,53"
"5,347"	"5,347"	"0,039"	"0,001"	"7,071"	"5,346"	"5,344"	"5347,"	"0,090"
"5,318"	"5,318"	"0,040"	"0,001"	"7,109"	"5,318"	"5,327"	"5318,"	"-0,21"
"5,325"	"5,325"	"0,040"	"0,001"	"6,215"	"5,323"	"5,316"	"5325,"	"0,166"
"5,373"	"5,373"	"0,037"	"0,001"	"7,945"	"5,372"	"5,369"	"5373,"	"-0,03"
"5,361"	"5,361"	"0,038"	"0,001"	"7,080"	"5,360"	"5,361"	"5361,"	"0,414"
"5,331"	"5,331"	"0,037"	"0,001"	"7,722"	"5,328"	"5,321"	"5331,"	"0,467"
"5,334"	"5,334"	"0,046"	"0,002"	"5,269"	"5,339"	"5,352"	"5334,"	"-0,11"
"5,274"	"5,274"	"0,042"	"0,001"	"6,934"	"5,273"	"5,261"	"5274,"	"0,305"
"5,283"	"5,283"	"0,037"	"0,001"	"5,799"	"5,280"	"5,273"	"5283,"	"-0,02"
"5,422"	"5,423"	"0,056"	"0,003"	"3,781"	"5,431"	"5,454"	"5422,"	"-0,19"
"5,418"	"5,418"	"0,043"	"0,001"	"5,484"	"5,410"	"5,407"	"5418,"	"0,364"
"5,387"	"5,388"	"0,040"	"0,001"	"7,674"	"5,387"	"5,390"	"5387,"	"-0,16"
"5,395"	"5,395"	"0,037"	"0,001"	"8,812"	"5,390"	"5,383"	"5395,"	"0,567"
"5,385"	"5,385"	"0,046"	"0,002"	"4,477"	"5,385"	"5,394"	"5385,"	"0,084"
"5,374"	"5,374"	"0,055"	"0,003"	"3,230"	"5,364"	"5,348"	"5374,"	"0,077"
"5,450"	"5,451"	"0,043"	"0,001"	"5,877"	"5,453"	"5,459"	"5450,"	"-0,03"
"5,399"	"5,399"	"0,038"	"0,001"	"6,681"	"5,398"	"5,399"	"5399,"	"0,025"
"5,362"	"5,362"	"0,044"	"0,002"	"6,229"	"5,364"	"5,364"	"5362,"	"0,353"
"5,278"	"5,278"	"0,046"	"0,002"	"6,064"	"5,275"	"5,263"	"5278,"	"0,046"
