"6,06191"
"5,96925"
"5,88964"
"5,88754"
"5,78569"
"5,83212"
"5,83296"
"5,88903"
"5,91882"
"5,94892"
"5,88026"
"5,90672"
"5,89848"
"5,95673"
"5,89657"
"5,85690"
"5,90976"
"5,87727"
"5,85939"
"5,91430"
"5,90678"
"5,92650"
"5,87902"
"5,85857"
"5,82984"
"5,81140"
"5,84425"
"5,77596"
"5,88010"
"5,85228"
